state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,excessive_drinking_raw_value,motor_vehicle_crash_deaths_raw_value,chlamydia_rate_raw_value,teen_births_raw_value,uninsured_adults_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,hospice_use_raw_value,high_school_graduation_raw_value,college_degrees_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,inadequate_social_support_raw_value,single-parent_households_raw_value,violent_crime_raw_value,homicides_raw_value,air_pollution-particulate_matter_days_raw_value,air_pollution-ozone_days_raw_value,access_to_healthy_foods_raw_value,liquor_store_density_raw_value,smoking_during_pregnancy_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,lead_poisoned_children_(wi)_raw_value,municipal_water_(wi)_raw_value,contaminants_in_municipal_water_(wi)_raw_value
MN,Becker County,7371.5,0.1548,3.25,2.54,0.0602,0.257,0.289,0.1683,22.6,71.4,34.8,0.097,66.52670205,0.8484,0.266634534,0.774358974,0.208486143,0.068,0.184,41.9,0.0876,0.067298938,,1.8,0,0,0.142857143,2.514458134,,,,,,,,,
MN,Beltrami County,8465.8,0.1377,2.86,3.23,0.0564,0.3603,0.279,0.2148,28.2,340.5,49.8,0.09,75.74977069,0.7275,0.233147533,0.728549142,0.267369559,0.069,0.241,42.9,0.1416,0.099954917,,8.9,0,0,0.142857143,2.085360767,,,,,,,,,
MN,Benton County,5817.9,0.1053,3.93,2.63,0.0754,0.1312,0.262,0.2408,18.4,118.9,38,0.085,77.87005647,0.8537,0.254539367,0.847457627,0.188408118,0.061,0.102,37.1,0.1393,0.069569907,,1.5,3,0,0.666666667,2.052018673,,,,,,,,,
MN,Big Stone County,7620.2,,,,,,0.268,,41,90.7,20.5,0.133,62.22589843,0.8667,0.283076885,0.873873874,0.136049546,0.055,0.154,42.6,,0.068519167,,0,0,0,0.142857143,3.708511033,,,,,,,,,
MN,Blue Earth County,4860.2,0.1024,2.32,2.76,0.0612,0.1905,0.273,0.2418,11.2,410.3,15.3,0.106,51.97118101,0.8459,0.220703365,0.901937046,0.294047988,0.045,0.115,41.8,0.11,0.083243662,,0.7,2,0,0.307692308,1.346529321,,,,,,,,,
MN,Brown County,5032.6,0.1079,2.36,2.71,0.0513,0.2659,0.284,0.1882,16.7,87.3,21.9,0.09,65.39649088,0.8915,0.211145523,0.947089947,0.177946424,0.061,0.112,37,0.1743,0.066001109,,0.5,2,0,0.571428571,1.532508333,,,,,,,,,
MN,Carlton County,6107.7,0.1543,4.53,3.95,0.0529,0.2069,0.272,0.1966,20.9,155.4,30.8,0.087,73.1100288,0.9277,0.135572307,0.897920605,0.201384907,0.067,0.131,37.5,0.1072,0.088610394,,1.3,0,0,0.363636364,3.558718861,,,,,,,,,
MN,Carver County,3681.4,0.0945,3.07,3.45,0.0559,0.1694,0.279,0.1646,11.3,83.4,14.9,0.076,66.60510128,0.8883,0.276999635,1,0.391156653,0.049,0.042,40.8,0.0928,0.055804779,,0.7,2,0,0.142857143,1.619658021,,,,,,,,,
MN,Cass County,7890.1,0.1105,2.59,3.62,0.0653,0.2253,0.279,0.1673,31,237.6,52,0.14,68.1796655,0.7343,0.195688403,0.7109375,0.20238036,0.086,0.222,44.9,0.1049,0.077543186,,6.6,0,0,0.615384615,4.164786728,,,,,,,,,
MN,Chippewa County,4460.3,0.1313,2.02,2.87,0.0585,,0.275,,20.1,212.2,32.6,0.096,65.24734811,0.8136,0.415481629,0.931192661,0.159072296,0.051,0.138,39.5,0.0797,0.076746731,,1.1,1,0,0.6,1.589572405,,,,,,,,,
MN,Chisago County,5647.8,0.1463,3.56,2.97,0.0622,0.2334,0.277,0.1708,21.2,174.8,25.4,0.086,71.81775185,0.839,0.337635429,0.861471862,0.175848915,0.068,0.074,33.6,0.1329,0.08705157,,1.2,2,0,0.416666667,1.81924764,,,,,,,,,
MN,Clay County,5921.1,0.0901,2.92,3.15,0.0721,0.1972,0.265,0.2028,13.9,159.7,15.2,0.087,43.81357946,0.864,0.284024592,0.85549133,0.316849702,0.036,0.139,40.6,0.1658,0.083143342,,1.1,0,0,0.214285714,1.662694674,,,,,,,,,
MN,Clearwater County,6513.4,0.1107,2.12,2.95,0.0483,,0.27,,31,59.2,45.7,0.126,94.05842946,0.7345,0.193530975,0.774647887,0.170319856,0.116,0.244,43.3,,0.07871266,,3.4,0,0,0.4,2.436053593,,,,,,,,,
MN,Cook County,2585.5,,,,,,0.275,,16.3,37.5,21.8,0.181,99.1939492,0.8393,,0.914893617,0.326982568,0.055,0.121,41.6,,0.077651703,,2.7,0,0,0.333333333,1.863585539,,,,,,,,,
MN,Cottonwood County,6708.1,0.1769,3.46,2.8,0.0613,,0.278,0.1423,18.1,102.9,28.9,0.115,58.48062379,0.8926,0.284824015,0.946236559,0.166621453,0.053,0.16,40.7,,0.074419423,,0,2,0,0.666666667,2.621690116,,,,,,,,,
MN,Crow Wing County,5791,0.1205,3.14,3.12,0.0653,0.1824,0.272,0.1951,21.2,149.2,36.8,0.098,86.72278828,0.8595,0.166036463,0.855294118,0.211395165,0.07,0.128,40.2,0.149,0.071657754,,2.7,2,1,0.533333333,3.126954347,,,,,,,,,
MN,Dakota County,4615.3,0.1109,3.11,2.73,0.0598,0.174,0.256,0.1787,8.6,204.6,19.7,0.077,55.88738973,0.8742,0.340418469,0.906698979,0.377447385,0.049,0.061,38.5,0.1467,0.098774603,,1.5,2,0,0.6,1.321835952,,,,,,,,,
MN,Dodge County,5413.2,0.1134,3.58,1.57,0.0602,0.162,0.283,,26.7,121.4,27.1,0.117,66.71013036,0.9487,0.171883612,0.866438356,0.197294698,0.052,0.073,35.9,0.1064,0.080726371,,0.8,2,0,0.5,2.054653791,,,,,,,,,
MN,Douglas County,5476.1,0.1036,2.78,2.17,0.0579,0.203,0.26,0.2465,14.6,50.8,21.9,0.103,55.76297684,0.8824,0.203268991,0.930232558,0.193262918,0.05,0.136,43.8,0.124,0.088793862,,2.1,0,0,0.181818182,2.531930456,,,,,,,,,
MN,Faribault County,5325.1,0.0976,3.32,2.54,0.0721,0.1949,0.267,0.1137,22,124.3,30.6,0.136,58.81407685,0.8528,0.232113733,0.910891089,0.162332074,0.063,0.149,39.6,0.0832,0.074006596,,1.8,2,0,0.454545455,4.66045273,,,,,,,,,
MN,Fillmore County,5240.4,0.0596,2.68,1.4,0.0631,0.1689,0.266,,18.9,61.5,19.1,0.149,59.18382116,0.8894,0.183050281,0.888888889,0.18150613,0.061,0.144,40.4,,0.061600189,,2,2,0,0.583333333,4.287347561,,,,,,,,,
MN,Freeborn County,5713.5,0.1309,3.67,3.75,0.062,0.2267,0.282,0.2045,15.2,180.2,43.4,0.109,51.91322292,0.8737,0.20663374,0.831753555,0.148794416,0.057,0.119,38.6,0.1429,0.061723632,,1.8,2,0,0.166666667,2.866607211,,,,,,,,,
MN,Goodhue County,5416.1,0.1114,2.71,2.72,0.0656,0.2502,0.28,0.2237,22.2,194.3,27,0.093,64.03618262,0.8981,0.197267255,0.865569273,0.228828184,0.057,0.096,38.5,0.1255,0.083685866,,1.9,2,1,0.6,2.858336448,,,,,,,,,
MN,Grant County,5791.9,,3.81,1.61,0.0678,,0.272,,23.2,16.5,18.3,0.163,107.975272,0.9048,,0.867256637,0.179915962,0.07,0.161,40.8,,0.072625713,,0,0,0,0.428571429,4.975949577,,,,,,,,,
MN,Hennepin County,5254.1,0.0977,3.14,2.88,0.0697,0.1751,0.228,0.1768,7.1,422.6,32.7,0.093,51.30995609,0.8645,0.365184989,0.755721168,0.422794142,0.049,0.143,46.9,0.1399,0.084429396,,5.1,2,0,0.462264151,1.382001031,,,,,,,,,
MN,Houston County,5987.9,0.0878,2.8,2.67,0.0709,0.1876,0.268,0.2271,20.3,85.7,14.9,0.108,32.9186001,0.8889,0.230940256,1,0.231367154,0.057,0.107,38.7,0.0813,0.078401837,,0.7,1,0,0.571428571,2.040295843,,,,,,,,,
MN,Hubbard County,5137.5,0.0954,2.86,2.31,0.0561,0.2254,0.27,0.1249,27,68.8,35.5,0.117,52.39961539,0.834,0.287101934,0.74893617,0.230684074,0.077,0.184,41.8,0.0945,0.076270222,,3.1,0,0,0.5,2.681252681,,,,,,,,,
MN,Isanti County,4897.8,0.1949,4.08,3.88,0.0571,0.2607,0.271,0.2184,22.1,132.2,30.6,0.125,74.78980479,0.907,0.243360077,0.894736842,0.161996359,0.07,0.102,36.8,,0.090404006,,0.4,2,0,0.5,0.786617022,,,,,,,,,
MN,Itasca County,6204,0.1449,2.93,2.5,0.0611,0.238,0.274,0.1694,24,169.9,29.7,0.101,65.57698336,0.8341,0.348674517,0.883223684,0.191220117,0.08,0.142,39.2,0.1305,0.081733521,,1.9,0,0,0.192307692,3.167707485,,,,,,,,,
MN,Jackson County,3833.4,0.0312,1.93,3.14,0.0628,0.1664,0.282,0.1387,16.8,35.9,16.4,0.115,53.15910451,0.8242,0.239689787,0.920863309,0.167567389,0.043,0.118,37.6,,0.070514527,,1.3,2,0,0.4,2.749770852,,,,,,,,,
MN,Kanabec County,6181,0.1393,3.29,3.38,0.0584,,0.274,,32.9,67.6,34.1,0.093,96.2700745,0.931,0.214792487,0.84057971,0.125177802,0.102,0.162,40.6,,0.085320168,,1.8,0,0,0.5,1.867064974,,,,,,,,,
MN,Kandiyohi County,5131.3,0.1114,2.81,2.48,0.0475,0.2036,0.273,0.1128,18.4,265.3,41.4,0.103,56.65874196,0.8447,0.320981841,0.87037037,0.210864983,0.05,0.142,45.2,0.1605,0.066894198,,2.4,2,0,0.454545455,1.958719977,,,,,,,,,
MN,Kittson County,6621.7,,,,0.0714,,0.276,,37.7,0,,0.161,56.97046602,0.8571,,0.934210526,0.172803894,0.056,0.148,41.3,,0.069141206,,2.9,0,0,0.3,6.510416667,,,,,,,,,
MN,Koochiching County,7572.4,0.1266,3.87,2.11,0.0547,0.2222,0.264,0.109,22.6,263.6,25.7,0.098,85.30837544,0.8261,,0.774725275,0.176706519,0.078,0.19,43.8,0.1526,0.080954557,,1,0,0,0.272727273,5.166432947,,,,,,,,,
MN,Lac qui Parle County,7330.2,0.0912,1.24,1.38,0.045,,0.267,,33.4,67,19.8,0.148,111.2602432,0.8765,0.358844426,0.826666667,0.151667679,0.049,0.124,42.1,,0.066351151,,0,0,0,0.4,4.114097641,,,,,,,,,
MN,Lake County,7599.2,0.1441,2.6,2.24,0.0838,,0.27,,19.5,109.4,24.6,0.103,60.68411956,0.8148,0.231967789,0.86746988,0.224093311,0.053,0.131,37.7,,0.075344661,,0,0,0,0.333333333,2.766506824,,,,,,,,,
MN,Lake of the Woods County,5466.2,,,,0.0961,,0.274,,36.1,23.1,24.5,0.185,69.64595821,0.75,,0.928571429,0.196751862,0.062,0.153,40.1,,0.0720123,,3.3,0,0,0.25,7.11406213,,,,,,,,,
MN,Le Sueur County,4653.5,0.1223,2.56,3.11,0.0523,0.1802,0.272,0.1985,20,129.1,25.8,0.101,64.79182141,0.8477,0.238687862,0.856790124,0.204243312,0.074,0.091,36.6,,0.083111449,,0.5,2,0,0.571428571,3.260042743,,,,,,,,,
MN,Lincoln County,6079.4,,,,0.0544,,0.266,,39.5,50.3,18.3,0.154,74.09029441,0.8493,0.326548487,0.947368421,0.164377149,0.05,0.143,39.9,,0.064448694,,2.3,1,0,0.8,5.05987519,,,,,,,,,
MN,Lyon County,5784.3,0.1243,2.77,2.86,0.0547,0.1727,0.291,0.1742,19.5,174.5,22.1,0.109,61.90846431,0.8571,0.238600172,1,0.268463787,0.044,0.118,41,0.1004,0.072094164,,1.7,2,0,0.4,2.422578431,,,,,,,,,
MN,McLeod County,4762,0.0883,2.81,2.43,0.05,0.1783,0.268,0.1236,15.2,147.5,34.6,0.092,65.29681583,0.8268,0.126110228,0.810176125,0.178867147,0.06,0.081,38.8,0.1646,0.072224573,,2,2,0,0.5,1.625884075,,,,,,,,,
MN,Mahnomen County,10243.3,,,,0.0422,,0.274,,41.9,118.3,85.9,0.087,82.40120505,0.7368,0.331156427,0.733870968,0.145465482,0.074,0.312,39.5,,0.093147459,,2.8,0,0,0.25,1.970055162,,,,,,,,,
MN,Marshall County,4127.7,0.1083,2.93,3.24,0.0526,,0.275,,18.8,60.3,21.9,0.155,87.45389385,0.8689,0.247149359,0.818791946,0.14217537,0.08,0.143,39.4,,0.070509834,,0,0,0,0.545454546,1.030502885,,,,,,,,,
MN,Martin County,5745,0.1319,2.97,3.37,0.0745,0.2362,0.278,0.1334,13.6,101.1,32.6,0.091,70.79060058,0.8622,0.156794866,0.882175227,0.177144842,0.049,0.146,42.7,0.1448,0.08195122,,1.4,2,0,0.2,1.462344626,,,,,,,,,
MN,Meeker County,6043.6,0.1006,2.52,1.44,0.0575,0.2547,0.292,0.1636,26.1,76.9,32.5,0.11,60.86362757,0.8777,0.199209902,0.939393939,0.145794272,0.066,0.113,39.3,,0.065547129,,1.2,2,0,0.571428571,2.153037937,,,,,,,,,
MN,Mille Lacs County,7036,0.1176,2.52,2.49,0.0526,0.2832,0.257,0.1885,26.5,217.8,37.6,0.094,68.79978634,0.793,0.232822732,0.830601093,0.12794497,0.092,0.135,39.6,,0.077215443,,2.9,1,3,0.75,2.307781069,,,,,,,,,
MN,Morrison County,6153.5,0.1941,3.86,4.6,0.0668,0.2044,0.284,0.1874,25.3,94.2,30.6,0.106,63.12662967,0.8626,0.206302906,0.902439024,0.135506241,0.076,0.127,39.6,,0.086197897,,0.9,1,0,0.461538462,2.459419577,,,,,,,,,
MN,Mower County,5139,0.1224,3.59,3.89,0.0607,0.1924,0.268,0.1567,15.2,230.2,43.6,0.103,73.7432832,0.8693,0.175981861,0.835341366,0.168244491,0.046,0.146,43.2,0.1465,0.091367964,,0.7,2,0,0.357142857,2.097480402,,,,,,,,,
MN,Murray County,7424.8,0.0704,3.14,5.02,0.0624,,0.273,,24.1,136.7,27.6,0.165,76.46699145,0.8478,0.288434674,0.830188679,0.140056746,0.052,0.104,42,,0.067995729,,0,2,0,0.25,4.64037123,,,,,,,,,
MN,Nicollet County,4723.2,0.1102,2.44,2.23,0.0651,0.1136,0.283,0.1355,9.8,105.4,16.7,0.09,64.14858411,0.8596,0.221284165,0.971910112,0.341679873,0.044,0.095,40.6,0.1752,0.081772004,,0,2,0,0.4,1.905790427,,,,,,,,,
MN,Nobles County,4662.7,0.1166,3.65,1.46,0.0745,0.1682,0.276,0.1776,21.7,220.1,49.4,0.132,59.60404324,0.8681,0.246360624,0.87987013,0.173850137,0.041,0.195,46,0.1418,0.100990099,,1.4,3,0,0.333333333,4.47894894,,,,,,,,,
MN,Norman County,7546.3,,,,0.0508,,0.274,,44.3,43.8,23,0.133,67.97418411,0.8873,0.170684981,0.898305085,0.153455163,0.057,0.164,40.8,,0.069073979,,4,0,0,0.333333333,4.443786106,,,,,,,,,
MN,Olmsted County,4758.2,0.0559,2,2.21,0.0643,0.1323,0.267,0.1721,11.1,224,25.4,0.08,64.58775122,0.9093,0.26802544,0.863991081,0.378210143,0.044,0.101,42.1,0.0882,0.081191621,,1.4,2,2,0.545454546,1.090647336,,,,,,,,,
MN,Otter Tail County,5373.4,0.1065,3.23,2.59,0.0593,0.1964,0.281,0.2132,18.7,43.2,25.7,0.132,61.70181867,0.9019,0.205333603,0.88556567,0.187511065,0.061,0.152,41.6,0.1383,0.073828506,,1.2,0,0,0.4,2.09742541,,,,,,,,,
MN,Pennington County,5584.6,0.1285,3.63,2.86,0.0528,0.2015,0.271,,21,94.8,26.7,0.087,50.09719111,0.945,0.152791546,0.913043478,0.173069938,0.072,0.133,41.1,,0.083957319,,1.1,0,0,0.333333333,2.183088342,,,,,,,,,
MN,Pine County,7571.3,0.1124,3.67,2.54,0.0627,0.1788,0.277,0.175,28.1,168.9,40.4,0.096,94.62739848,0.8792,0.211018967,0.824257426,0.127351889,0.086,0.19,39.7,0.0597,0.103473831,,2.1,0,0,0.384615385,2.143929107,,,,,,,,,
MN,Pipestone County,6988.6,,4.42,3.75,0.0575,,0.271,,23.9,21.2,31.3,0.09,62.25972683,0.8609,0.18279722,0.926229508,0.164539051,0.044,0.146,40.4,,0.076548896,,0,1,0,0.285714286,2.151462995,,,,,,,,,
MN,Polk County,6372.5,0.1252,2.46,2.65,0.0617,0.2573,0.276,0.2558,16.6,80.4,33.9,0.099,69.08880889,0.8544,0.142028469,0.838235294,0.177855835,0.05,0.161,40.3,0.2278,0.076538431,,1.8,0,0,0.333333333,1.952362359,,,,,,,,,
MN,Pope County,6132.4,0.1616,2.75,2.21,0.0552,0.1494,0.272,,20.5,35.7,16.8,0.137,87.27165572,0.814,0.113363336,0.926470588,0.171702946,0.053,0.129,44.9,,0.071992768,,2.6,1,0,0.4,0.901713255,,,,,,,,,
MN,Ramsey County,5945.9,0.1082,2.96,2.77,0.0711,0.1973,0.255,0.1767,7.5,456.2,39.2,0.099,51.51023982,0.8507,0.345071318,0.808770786,0.379961149,0.053,0.193,44.8,0.1415,0.09876667,,4.2,2,0,0.473684211,1.526671555,,,,,,,,,
MN,Red Lake County,7449.4,,,,0.0645,,0.27,,16.8,24,21.9,0.131,79.36960727,0.8214,,1,0.126232068,0.082,0.134,38.8,,0.074756115,,0,0,0,0.25,4.862630683,,,,,,,,,
MN,Redwood County,6040.6,0.1015,2.86,1.29,0.0586,,0.272,,23.8,95,27.5,0.107,52.3773835,0.8926,0.329775733,0.845864662,0.160080052,0.055,0.122,40.7,,0.078203172,,2.6,2,0,0.285714286,3.187149414,,,,,,,,,
MN,Renville County,6325.9,0.1891,3.49,3.92,0.0543,0.1709,0.285,0.1243,29,151.2,33.9,0.14,64.96843663,0.8661,0.242064871,0.917073171,0.149250386,0.059,0.131,37.9,,0.071333716,,2.6,2,0,0.5,6.744742167,,,,,,,,,
MN,Rice County,4631,0.1081,3.04,3.15,0.0643,0.1752,0.258,0.1771,19.6,171,20.4,0.114,71.15519539,0.8879,0.201369465,0.959479016,0.253819322,0.059,0.087,37.2,,0.078800755,,0.7,2,1,0.222222222,1.301935001,,,,,,,,,
MN,Rock County,5451.8,,3.26,2.16,0.0618,,0.28,0.1097,19.4,10.5,26.9,0.113,55.78876323,0.9143,0.286782298,0.869918699,0.179714204,0.039,0.11,39,,0.069040928,,0,3,0,0.25,2.121790791,,,,,,,,,
MN,Roseau County,5622.3,0.1319,2.51,2.57,0.0616,0.2019,0.28,,19.4,61.7,30.3,0.116,82.09180322,0.7654,0.179146255,0.892193309,0.173706919,0.05,0.093,36.9,0.1347,0.081785398,,1.8,0,0,0.333333333,2.496255617,,,,,,,,,
MN,St. Louis County,6485.5,0.1122,3.34,2.78,0.0599,0.2101,0.253,0.1933,14.6,268.3,23.5,0.088,65.53002838,0.8904,0.184893497,0.868318123,0.247192037,0.064,0.186,43.4,0.1235,0.084888038,,1.9,1,2,0.333333333,2.800207725,,,,,,,,,
MN,Scott County,4210.9,0.0729,2.58,1.93,0.0559,0.1454,0.279,0.2026,13,149.9,19.7,0.094,64.35333197,0.8223,0.245043897,0.854530341,0.349600264,0.05,0.05,35.5,0.0878,0.068944203,,0.7,2,2,0.75,1.790175193,,,,,,,,,
MN,Sherburne County,5023.7,0.1426,3.4,2.74,0.0589,0.2099,0.276,0.2259,18,100,20.8,0.103,63.90255643,0.8703,0.299750762,0.903190319,0.250912498,0.062,0.053,35.1,0.1097,0.077412064,,0.6,3,0,0.5,1.186957709,,,,,,,,,
MN,Sibley County,4553.5,0.0771,3.38,1.94,0.0558,,0.276,,18.8,46.3,33.2,0.153,65.14477443,0.8295,0.162392355,0.902061856,0.134675561,0.063,0.128,38.7,,0.072647081,,0,2,0,0.571428571,2.003472686,,,,,,,,,
MN,Stearns County,4706.3,0.0995,2.91,2.58,0.0681,0.1526,0.272,0.2101,14.2,261.6,17.6,0.117,70.09933656,0.8714,0.249220051,0.841893253,0.231602544,0.055,0.107,42.1,0.1675,0.073918954,,1.9,3,0,0.470588235,1.454555529,,,,,,,,,
MN,Steele County,4068,0.0766,2.04,3.02,0.0601,0.1619,0.273,0.1717,18.9,204.3,36,0.091,67.16447118,0.9258,0.241981782,0.862781955,0.208987802,0.051,0.093,37.6,0.1481,0.078634474,,0.4,2,0,0.8,2.500555679,,,,,,,,,
MN,Stevens County,3791.7,0.1669,3.44,2.22,0.0534,0.1317,0.272,0.1043,15.9,30.5,7.9,0.129,112.6627779,0.8,0.318392138,0.933823529,0.237380846,0.046,0.099,44.9,,0.068249366,,2.9,1,0,0.2,2.066756226,,,,,,,,,
MN,Swift County,5253.4,,2.79,2.23,0.0445,,0.282,,10.1,106.7,27.5,0.095,90.15324404,0.9037,0.293874147,0.97761194,0.164780034,0.061,0.117,40.5,,0.072244815,,0,1,0,0.285714286,5.328596803,,,,,,,,,
MN,Todd County,6629.4,0.1423,4.46,2.16,0.0551,0.2007,0.283,0.225,24.2,69.7,31.9,0.119,94.89381048,0.8869,0.161616182,0.908629442,0.127374866,0.066,0.201,40.7,0.1138,0.067468672,,4.1,1,0,0.6,2.50710346,,,,,,,,,
MN,Traverse County,4718.2,,,,,,0.265,,36.6,0,,0.157,63.41248305,0.8974,,0.736842105,0.126992423,0.056,0.135,43.3,,0.073930431,,0,0,0,0.5,5.284015852,,,,,,,,,
MN,Wabasha County,5199.7,0.1491,3.8,3.81,0.0849,0.1938,0.26,0.1789,23.6,67.3,25.3,0.113,61.48438204,0.929,0.211846384,0.874285714,0.186439532,0.05,0.084,42.4,,0.061955794,,1.3,2,0,0.333333333,3.656975681,,,,,,,,,
MN,Wadena County,7754,0.1065,2.61,5.24,0.0628,0.1163,0.27,0.1171,20.1,44.6,33.5,0.085,81.24979932,0.7967,0.187287526,0.885714286,0.158023416,0.084,0.191,43.3,,0.076626975,,2.1,0,0,0.666666667,3.003905077,,,,,,,,,
MN,Waseca County,5412.8,0.1339,2.81,2.96,0.0552,,0.273,,19.9,159.2,32.3,0.088,53.69548594,0.8983,0.218473358,0.921126761,0.188189417,0.055,0.101,36.9,,0.078649024,,2.2,2,0,0.25,1.030025236,,,,,,,,,
MN,Washington County,4264.9,0.0986,3.14,2.34,0.057,0.1949,0.267,0.1798,8.9,132.9,15.1,0.074,51.85801376,0.8856,0.360682443,0.940138626,0.394432608,0.05,0.055,38.8,0.122,0.081024354,,0.9,2,1,0.388888889,1.711642321,,,,,,,,,
MN,Watonwan County,5302.2,,2.82,2.09,0.065,,0.268,,27.3,80.6,47.9,0.148,67.09813805,0.835,,0.86875,0.160520174,0.066,0.137,38.1,,0.0805608,,0,2,0,0.428571429,4.48913629,,,,,,,,,
MN,Wilkin County,4559.5,,,,0.0634,,0.276,,14.7,15.1,22.9,0.106,56.85126529,0.92,,0.961904762,0.164702533,0.044,0.106,37.3,,0.074822681,,2.1,0,0,0,1.542257866,,,,,,,,,
MN,Winona County,5063.9,0.0939,2.89,2.67,0.0471,0.1875,0.276,0.2259,15.8,107.5,13.9,0.112,64.32229411,0.9046,0.18992197,0.919291339,0.253240446,0.047,0.117,43,0.1366,0.058740968,,1.7,2,0,0.3,2.413030364,,,,,,,,,
MN,Wright County,4884.3,0.1006,3.32,2.55,0.0533,0.2109,0.266,0.2324,14.3,108.9,22.9,0.087,68.50079311,0.8065,0.336506961,0.99937539,0.219659597,0.062,0.059,35.3,0.0889,0.093714339,,1.3,2,2,0.35483871,1.404667006,,,,,,,,,
MN,Yellow Medicine County,6995.5,0.1437,4.35,3.86,0.055,,0.27,,30.9,172.6,31,0.11,81.14885356,0.8537,0.26667549,0.886075949,0.166688315,0.051,0.133,39.9,,0.072165654,,0,1,0,0.285714286,4.879953152,,,,,,,,,
MS,Mississippi,10997.4,0.2225,4.14,4.16,0.114,0.2467,0.326,0.1078,31.7,745.1,64.6,0.197,105.6212777,0.7367,0.290430573,0.635,0.186092104,0.069,0.294,47.3,0.2413,0.128807022,,10.5,4.7,1,0.367729831,0.990778168,,,,,,,,,
MS,Adams County,11770.9,0.2519,4.67,4.89,0.1437,0.2417,0.364,0.1013,25.2,849,65.7,0.178,120.1857741,0.6674,0.226739611,0.594972067,0.197555619,0.068,0.489,51.4,0.2909,0.143718672,,9.5,2,1,0.2,1.553711818,,,,,,,,,
MS,Alcorn County,10275.3,0.2218,4.45,3.91,0.107,0.2598,0.295,0.0924,33.2,255.7,69.8,0.199,142.1056519,0.7026,0.299347941,0.705747126,0.130224082,0.08,0.265,45.6,0.1907,0.089838639,,4.5,3,0,0.5,0,,,,,,,,,
MS,Amite County,10048.8,0.2464,5.04,5.25,0.1224,0.235,0.373,0.0834,47.8,579.2,47.2,0.266,128.7258571,0.8287,0.403048682,0.540229885,0.100086184,0.073,0.323,47,0.3008,0.104100261,,9.6,3,0,0.25,0,,,,,,,,,
MS,Attala County,11439.4,0.322,4.9,4.86,0.1158,0.2129,0.375,0.0335,30.7,951.9,61.9,0.186,110.1581508,0.7554,0.273926291,0.608058608,0.12646055,0.095,0.355,46.7,0.2244,0.11608217,,14.6,4,0,0.2,0.512925728,,,,,,,,,
MS,Benton County,13560.2,0.2874,4.84,5.36,0.1268,0.2877,0.346,0.0459,39.9,4636.1,91.4,0.191,92.21017582,0.7253,,0.653061225,0.081227497,0.115,0.305,45.5,,0.107895782,,5.4,4,0,0.333333333,0,,,,,,,,,
MS,Bolivar County,13628,0.2114,4,4.12,0.1275,0.229,0.364,0.132,23.9,1063.8,75,0.142,113.8780505,0.7309,0.376952214,0.667731629,0.235692875,0.089,0.527,56.9,0.3703,0.163500931,,16.9,6,2,0.125,1.856468467,,,,,,,,,
MS,Calhoun County,11875.3,0.2645,4.39,5.03,0.0994,0.3046,0.323,0.0921,45.5,600.8,85.9,0.193,134.1796158,0.6879,0.170138929,0.644444444,0.113528398,0.095,0.317,47.5,,0.117181508,,5.8,4,0,0.375,0,,,,,,,,,
MS,Carroll County,10679.5,0.1929,3.97,4.98,0.0996,0.2942,0.345,0.181,50.5,406.7,41.7,0.228,106.95407,0.8281,0.297481819,0.40952381,0.119668386,0.074,0.277,48.5,,0.102857102,,4.1,4,0,0,0,,,,,,,,,
MS,Chickasaw County,10583.4,0.292,5.14,4.21,0.1089,0.2301,0.342,0.0683,31.9,905.4,96.4,0.21,101.9854547,0.7246,0.208159795,0.610687023,0.100020647,0.114,0.282,45.2,0.2921,0.131890045,,9.7,4,0,0.5,0.527370531,,,,,,,,,
MS,Choctaw County,10013.5,0.2632,4.12,3.71,0.0907,0.1593,0.34,,42.2,404.2,43.4,0.226,162.1849623,0.7686,0.325119449,0.521126761,0.12105084,0.083,0.365,47,0.239,0.1086142,,9.1,4,0,0.666666667,0,,,,,,,,,
MS,Claiborne County,13242,0.2722,5.44,5.06,0.1309,0.1502,0.408,0.1053,41.3,1506.1,42.1,0.224,114.1268373,0.5877,0.257616432,0.893939394,0.207516175,0.119,0.41,50,,0.189522153,,17.5,1,0,0.333333333,1.803914495,,,,,,,,,
MS,Clarke County,10644.9,0.2457,4.44,5.22,0.1308,0.1876,0.303,0.0489,47.8,714.7,58.6,0.257,120.6138572,0.7381,0.360502424,0.59437751,0.106721027,0.077,0.296,47.7,0.2332,0.117139331,,3.2,4,0,0.2,0,,,,,,,,,
MS,Clay County,10932.3,0.2439,3.34,3.98,0.1331,0.2254,0.352,0.0579,29.2,589.3,68.3,0.163,99.02935473,0.7565,0.186311573,0.504347826,0.146144233,0.135,0.386,44.3,0.3169,0.161975309,,9.3,5,0,0.25,0.948856628,,,,,,,,,
