state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
MN,Cook County,8055.911639,0.125260357,3.159936384,3.179929025,0.078787879,0.151734632,0.299,8,0.187,0.986669243,0.199070094,1,95.5,,0.084199584,0.001732769,0.000378358,0.001324253,52.92,0.976744186,0.733333333,,0.755360624,0.045811518,0.122,5.011793789,0.386804657,21.17828263,51.03668262,68.97080236,6.4,0,0.150476191,0.718431964,0.155,240.7,,,0.098343492,0.103100105,0.091,,0.102,0.098111651,,5,,0.269087707,0.089192708,0.065030675,7569.13,0.000189179,,48884,0.448873484,,31.49654072,,,5286,0.15512675,0.261066969,0.006621264,0.085130534,0.008323874,0.000567537,0.021188044,0.859818388,0.002195609,0.502459327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Cottonwood County,6991.350144,0.131010207,3.203718785,3.09221305,0.053030303,0.151342125,0.326,7.6,0.328,0.781723282,0.200724357,0.615384615,171.9,31.81635119,0.060856754,0.000692701,0.000523104,0.000959024,41.14,0.898305085,0.72972973,,0.626568585,0.072592324,0.159,4.528755279,0.268121302,24.24452334,111.4795335,72.58273568,9.3,0,0.120494336,0.750474744,0.183,292.8,,,0.100283208,0.09870222,0.117,,0.102,0.143266431,,6,20.92616756,0.286693606,0.070741646,0.039716312,8682.22,0.00087184,,47437,0.503626943,,30.43829575,,,11470,0.239843069,0.229468178,0.009590235,0.006015693,0.034524847,0.002615519,0.069311247,0.871403662,0.016992981,0.50462075,0.622743219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Crow Wing County,6150.919103,0.12323216,3.278159059,2.968915177,0.0582846,0.174796554,0.299,8.7,0.222,0.744336,0.226683949,0.261904762,216.5,26.29644753,0.048693154,0.00096172,0.000828902,0.002439787,38.38,0.865139949,0.712418301,0.853152493,0.725969465,0.051428752,0.152,4.131886842,0.311661285,15.92356688,165.9571778,79.56479321,9.3,0,0.140874132,0.826324227,0.215,291.2,41.01210749,4.649360713,0.099057846,0.095890364,0.109,16.9,0.106,0.021854795,14.16334003,5,12.21758155,0.288544803,0.05662223,0.029140461,8107.38,0.000813262,0.108,51803,0.404502542,61.41930892,24.46528971,,10.73493242,63940,0.218407882,0.217547701,0.006881451,0.009790429,0.004989052,0.000328433,0.014920238,0.949890522,0.001423857,0.501298092,0.62736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Dakota County,4218.929536,0.105441557,2.7873991,2.950486009,0.064422551,0.133602354,0.273,8.9,0.178,0.975453642,0.230961695,0.264367816,325.6,11.62702415,0.040682302,0.000682444,0.000656309,0.001406035,36.12,0.906761566,0.64,0.843071104,0.7867402,0.034227627,0.072,3.826650488,0.26003446,8.126630752,124.6172063,52.71345549,11.2,1,0.120731865,0.81352415,0.338,222.2,37.39034795,4.282246407,0.081118514,0.086479883,0.075,107.4,0.08,0.051232141,9.158826096,5,5.526686199,0.295834329,0.048451402,0.022283526,8404.59,0.000404804,0.0774,79111,0.275392844,44.93773929,30.98661872,1.399161063,5.781475763,417486,0.24667414,0.131855919,0.059899015,0.005561863,0.049474713,0.000728168,0.06832804,0.794441011,0.021696299,0.508318842,0.049308497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Dodge County,4096.141819,0.108433819,2.607422441,2.750330227,0.053137366,0.143646831,0.258,9.4,0.231,0.70697466,0.238786127,0.181818182,142.5,14.76301476,0.043322531,0.000441956,0.000195065,0.000195065,31.02,0.965217391,0.686046512,0.955332168,0.684810887,0.037563186,0.081,3.559991254,0.259835479,16.20506777,161.9419953,57.95507009,9.9,0,0.09012016,0.800329882,0.342,238.3,,,0.08210412,0.086916722,0.086,,0.069,0.011979677,,4,13.36776118,0.289527403,0.050308261,0.028960223,8265.76,,,68238,0.249677253,,20.35381948,,,20506,0.266507364,0.137569492,0.004925388,0.004242661,0.006339608,0.000195065,0.051984785,0.920949966,0.00715112,0.500536428,0.51764823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Douglas County,5669.310051,0.108721569,2.737255368,3.113152666,0.068364144,0.13630405,0.325,8.5,0.254,0.806714988,0.222469932,0.347826087,182.1,18.41726619,0.0418934,0.001159811,0.00066745,0.001548484,28.77,0.831395349,0.57615894,0.861191646,0.774553571,0.035103421,0.104,4.113656459,0.195357834,21.30815914,118.3766015,58.06350085,8.9,0,0.130434783,0.83236625,0.146,290.7,54.20227012,,0.08391266,0.094640977,0.075,35,0.09,0.0663861,,5,9.748032847,0.270153863,0.047493782,0.028219347,7794.87,0.000614054,,55257,0.31589392,42.61718851,31.73391337,,8.68239265,37456,0.213103375,0.22354229,0.005232807,0.004244981,0.004645451,0.000240282,0.015751816,0.961394703,0.001548565,0.500240282,0.528367908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Faribault County,6467.192319,0.126175387,2.982695828,3.036548332,0.051184834,0.144474353,0.277,8.6,0.232,0.782312925,0.204665675,0.058823529,204.3,22.40053494,0.058497653,0.000355872,0.000430571,0.000358809,39.25,0.857142857,0.605633803,0.896590909,0.632008517,0.044459644,0.172,4.206896552,0.327896704,28.46975089,93.08386857,69.3746372,9.8,0,0.10459588,0.797213845,0.237,326,,,0.092294937,0.096948175,0.082,,0.095,0.050826911,,5,16.04943225,0.288839302,0.066580311,0.038734668,8834.1,0.000574094,,49176,0.437647059,,29.40050081,,,13935,0.219088626,0.227843559,0.005166846,0.007319699,0.003588088,0.000215285,0.066092573,0.91352709,0.008931252,0.502691066,0.776197348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Fillmore County,4401.209473,0.114194114,2.847610641,2.945007846,0.046822743,0.14009337,0.252,9,0.25,0.93295313,0.216325294,0.3,182.9,12.4137931,0.066487903,0.000335989,0.000476123,0.000142837,31.24,0.901960784,0.726495727,,0.661424399,0.040708896,0.191,4.043889209,0.205427136,30.71901699,57.34127616,75.75612282,9.7,0,0.118694362,0.721799441,0.397,242.9,,,0.088768999,0.094403737,0.092,,0.096,0.005150635,,4,13.01155974,0.275469285,0.073613767,0.051032334,7578.53,0.000190449,0.1234,60575,0.324924319,,14.23967028,,,21003,0.242584393,0.209493882,0.005284959,0.001952102,0.005046898,0.000142837,0.014759796,0.966671428,0.012631041,0.498785888,0.932809355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Freeborn County,4650.971452,0.132858124,3.04125629,2.946194288,0.066136459,0.159481616,0.304,8.2,0.244,0.705903056,0.192428119,0.285714286,288.6,28.26559625,0.063764925,0.000653317,0.000426986,0.000952506,28.42,0.783251232,0.630057804,0.78555184,0.615881117,0.038804308,0.159,3.77093721,0.371760096,20.57949237,123.1157931,77.32243455,9.8,0,0.102868069,0.808121554,0.188,296.8,,,0.093859225,0.096325922,0.085,31,0.084,0.118167481,,4,12.01878629,0.285626448,0.075610611,0.033719396,7732.13,0.001215266,0.1026,48943,0.489845261,74.18588688,36.35816671,,6.497683576,30446,0.217466991,0.219240623,0.012185509,0.00443408,0.018853051,0.001346647,0.094757932,0.859850227,0.012103031,0.500788281,0.42831547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Goodhue County,5171.753694,0.102585444,2.805344528,2.994716086,0.055172414,0.149707455,0.311,8.7,0.244,0.928328606,0.247552359,0.222222222,213.3,16.67187663,0.050312274,0.000926026,0.000428486,0.000964093,33.16,0.897435897,0.633802817,0.860051993,0.69829002,0.037525279,0.097,4.260545336,0.291577928,20.24335092,120.2921381,92.53918927,10.3,0,0.126166978,0.798029557,0.34,268.9,37.80361025,,0.087450903,0.092922856,0.094,43.6,0.092,0.041822374,,4,12.62571828,0.271859226,0.056682556,0.034757624,8199.71,0.000685577,0.1031,66038,0.275747948,30.67662735,32.977268,,6.456222507,46676,0.224226583,0.193911218,0.011633388,0.014439969,0.006834347,0.000771274,0.032672037,0.922294113,0.009367575,0.501242609,0.470432843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Grant County,5780.648236,0.122462682,3.018708698,3.051001569,0.068548387,0.145062854,0.316,7.8,0.282,0.681289465,0.203467494,0.25,201.5,15.84507042,0.055357937,0.000338811,0.000167898,0.000167898,62.03,0.886792453,0.58974359,,0.717514124,0.047400612,0.187,3.711870576,0.258288358,32.18702355,66.78167956,50.42355789,8.7,1,0.099029126,0.782317718,0.346,332.7,,,0.093024344,0.096415027,0.091,122.1,0.091,0.14744786,,4,,0.281940769,0.061104218,0.04276069,10508.84,0.00083949,,51274,0.364994664,,33.7800458,,,5956,0.228341169,0.2338818,0.005708529,0.004197448,0.00319006,0.001175285,0.023505709,0.951141706,0.003044958,0.500167898,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Hennepin County,5017.037377,0.109440764,2.650601005,2.981933664,0.072588647,0.131643698,0.226,8.3,0.168,0.992582598,0.25044228,0.299465241,578.8,17.51212158,0.057956001,0.001182195,0.000942812,0.003329052,30.58,0.889918888,0.59767141,0.75928439,0.794777716,0.03365156,0.14,4.920686389,0.305438354,10.85722181,424.216116,62.15450211,11.7,0,0.168395652,0.732880241,0.284,256.7,49.52036386,5.141253769,0.075804437,0.086571921,0.07,400.1,0.113,0.048093064,13.33262081,6,4.240372503,0.279582819,0.067775236,0.030409369,8147.72,0.001466957,0.0893,71184,0.420591643,53.4859773,43.86723037,3.786473475,7.106204708,1232483,0.221576281,0.132193304,0.127082483,0.011325106,0.073604261,0.000563091,0.068632995,0.695911424,0.035510743,0.505793589,0.022249604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Houston County,4127.018627,0.112968883,3.073636209,2.882528883,0.061254613,0.146801909,0.262,8.8,0.244,0.971987176,0.21624035,0,42.7,10.98626717,0.048570283,0.000745752,0.000478367,0.000212608,24.09,0.887218045,0.791666667,0.625995976,0.689523324,0.039881691,0.105,3.877610644,0.298052921,17.0457572,86.47923616,77.6918083,9.5,0,0.111323155,0.812954057,0.3,222.3,,,0.090848684,0.092505074,0.092,,0.092,0.030366649,,5,13.64628821,0.285554925,0.052933151,0.038001912,7034.98,0.00026576,,58201,0.264051662,,13.97494527,,,18814,0.216062507,0.202987137,0.007122356,0.002072924,0.005049431,0.000159456,0.010470926,0.962687361,0.001569859,0.501222494,0.57392127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Hubbard County,6227.119844,0.130346667,3.074900877,3.146812698,0.055704698,0.16320428,0.275,8.3,0.218,0.614842373,0.203101353,0.647058824,252.8,24.30910952,0.063717271,0.00087146,0.000241336,0.000772275,31.5,0.85620915,0.627272727,0.83942953,0.646772541,0.06486873,0.204,3.863758361,0.279281328,15.97676108,116.9267746,78.67820614,8.6,0,0.139016018,0.791067538,0.211,288.3,68.82707198,,0.091882495,0.099106921,0.088,28.6,0.104,0.069133149,,6,13.91962807,0.267735346,0.072269807,0.042780749,8107.62,0.000675741,0.1208,49129,0.536525974,,38.44977483,,13.5987023,20718,0.212713582,0.245921421,0.004344049,0.025340284,0.004923255,0.000530939,0.019451685,0.930253886,0.001180153,0.493387393,0.833659683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Isanti County,5594.175819,0.11068808,2.897102434,2.971537237,0.062559847,0.153882053,0.309,9,0.247,0.521207954,0.232184757,0.324324324,195.2,17.97701673,0.045165865,0.00078066,0.000358744,0.001409353,31.71,0.861538462,0.634408602,0.812494647,0.632962694,0.047361432,0.106,3.342076643,0.265358636,12.23034687,84.94262039,62.3963311,9.6,0,0.145057307,0.812393052,0.542,295.8,34.71665866,,0.087866518,0.091534812,0.086,62.8,0.083,0.026211498,13.80893611,5,13.03936398,0.301903956,0.052049391,0.029017161,8017.76,0.000179372,0.125,68303,0.352385686,47.46055388,19.75221011,,6.759602535,39025,0.238616272,0.155285074,0.007661755,0.005278668,0.010019218,0.00066624,0.018705958,0.943010891,0.001635981,0.493376041,0.622646499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Itasca County,7836.176658,0.121425897,3.139525962,3.280120517,0.065377532,0.161182278,0.315,8.2,0.243,0.722446624,0.224282134,0.48,239.1,23.74439217,0.055533394,0.000990426,0.000596791,0.002232439,38.88,0.849137931,0.682847896,0.88110998,0.712949021,0.086586426,0.188,4.050972869,0.29130156,13.64586772,203.6078133,102.1796865,8.3,1,0.123007439,0.811129163,0.248,349.8,38.80882772,,0.096925109,0.100828635,0.089,33.6,0.114,0.055120784,12.4755992,6,11.98197659,0.293290631,0.063463106,0.034880163,7606.71,0.000707307,0.1392,51644,0.476358297,,40.75542914,,11.89160145,45242,0.211374387,0.220304142,0.004354361,0.037863048,0.003823881,0.000530481,0.013483047,0.919587994,0.001534527,0.494407851,0.793932265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Jackson County,5237.873032,0.108545408,2.849646068,2.970538559,0.070876289,0.145758486,0.29,8.8,0.201,0.675336061,0.220537774,0.2,185,17.43341404,0.042866122,0.000198432,0.000402253,0.000804505,40.7,0.902912621,0.767123288,0.968359375,0.687472528,0.045499343,0.121,3.673775522,0.25167336,31.74918147,58.31659431,55.08232841,9.4,0,0.094594595,0.815033302,0.174,227.1,,,0.087303287,0.092668316,0.09,70.5,0.093,0.035324574,,5,,0.279299351,0.047891723,0.030896432,7853.58,0.000502816,,58849,0.372218476,,26.45937661,,,9944,0.219026549,0.20917136,0.006637168,0.004223653,0.016995173,0.000201126,0.031275141,0.932220434,0.004821803,0.489440869,0.691311124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Kanabec County,5053.089618,0.130098674,3.153680379,3.191453638,0.060093897,0.174173872,0.316,8.5,0.275,0.447810826,0.220651469,0.2,257.4,18.74244256,0.061023622,0.000757719,0.00050537,0.000315856,42.24,0.865384615,0.569767442,0.858730159,0.559861191,0.065579265,0.2,4.185446334,0.300518135,17.04868346,197.0259452,77.89140431,8.7,0,0.175859313,0.77550173,0.429,306.9,,,0.099672628,0.101119603,0.096,,0.115,0.025195977,,5,17.85618628,0.313455811,0.070624799,0.03629713,7922.23,0.000568541,0.1739,51347,0.427702387,,18.05937649,,,15830,0.214403032,0.198862919,0.004421984,0.008401769,0.004421984,0.000189514,0.015666456,0.951674037,0.002310536,0.493998737,0.774000862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Kandiyohi County,4866.916854,0.130876711,3.036601814,3.166726678,0.052423343,0.14014751,0.297,8.5,0.222,0.742678567,0.196598141,0.324324324,198.7,32.75684343,0.064909429,0.001034272,0.000682433,0.003270973,38.45,0.901785714,0.794871795,0.787130952,0.657786885,0.038437565,0.167,4.101177352,0.304608019,19.98025481,163.8907186,67.41753139,9.5,1,0.121113414,0.84201211,0.151,269,44.52910472,,0.09400963,0.097206745,0.078,65.6,0.085,0.083050269,8.639512417,4,14.50140461,0.278906994,0.076719684,0.036822267,7896.84,0.000611837,0.0738,53034,0.516543527,65.5320209,53.09620179,,5.185963953,42495,0.239863513,0.180374162,0.044993529,0.004941758,0.007859748,0.000917755,0.121002471,0.815507707,0.032755056,0.49822332,0.445252018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Kittson County,5967.55098,0.123802462,3.005779797,3.086286285,0.052959502,0.144257255,0.286,7.3,0.233,0.412565905,0.203831864,0.666666667,,11.28205128,0.051236749,,0.000461574,,50.4,0.666666667,0.538461539,,0.7,0.046744574,0.148,4.129097047,0.365162644,40.68716094,29.54864446,58.59022895,8,0,0.078328982,0.703362506,0.246,315.9,,,0.093516482,0.097386435,0.1,,0.094,0.196819358,,5,,0.278288908,0.055578259,0.044378698,9209.95,0.000923148,,50012,0.357723577,,,,,4333,0.21347796,0.234710362,0.004384953,0.003692592,0.005077314,0,0.020078468,0.961227787,0.0021449,0.498961459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Koochiching County,6368.581689,0.139399476,3.405495835,3.258244608,0.069057105,0.171625455,0.287,6.8,0.25,0.718653745,0.205074051,0,147.8,20.44476327,0.069795918,0.000467253,0.000475135,0.001029458,43.37,0.944444444,0.541666667,0.803938356,0.630082906,0.085241111,0.226,5.09392779,0.333601934,18.69013317,168.6807654,94.22450146,7.6,0,0.134054954,0.732564237,0.128,316.2,,,0.106122691,0.103784301,0.105,,0.13,0.173463567,,7,16.4360146,0.292273517,0.077360791,0.048551292,9268.85,0.001029458,,49393,0.399884593,,12.93327362,,,12628,0.186094393,0.233687045,0.006335128,0.027795375,0.003880266,0.000158378,0.014254039,0.93197656,0.003079417,0.498178651,0.469987229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Lac qui Parle County,4136.493139,0.112724087,2.879479299,3.005470909,0.047930283,0.141837427,0.291,8.9,0.252,0.508885521,0.208572871,0.666666667,101.6,9.661835749,0.05099039,0.001166861,0.000446761,0.00014892,45.83,0.872727273,0.657894737,,0.666947723,0.043274531,0.138,4.254867176,0.251997095,27.71295216,51.58748769,109.8329383,9,0,0.0726979,0.755861665,0.198,248.8,,,0.089078771,0.094724196,0.103,,0.086,0.035764327,,7,,0.287236784,0.054666667,0.043235704,9767.34,0.000893522,,49669,0.378571429,,27.22784889,,,6715,0.196872673,0.260014892,0.005361132,0.002680566,0.007594937,0.001638124,0.020997766,0.953983619,0.000607533,0.494713328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Lake County,7043.95977,0.120457669,3.124495569,3.021008264,0.062827225,0.140233125,0.292,8.7,0.216,0.844284926,0.198569268,0.777777778,93.6,29.81171548,0.044143688,0.000940645,0.000376471,0.000564706,32.75,0.844827586,0.58974359,0.925,0.742870722,0.06458217,0.131,3.940293704,0.233333333,17.87226037,89.22253331,70.98690478,7.1,0,0.156686627,0.758108968,0.327,287.7,,,0.094688756,0.094283261,0.1,,0.103,0.028168399,,6,15.95299185,0.267420172,0.047347213,0.036567528,8615.76,9.41176E-05,,62746,0.309234073,,9.648189575,,20.54884086,10625,0.183247059,0.259670588,0.003482353,0.006494118,0.004329412,9.41176E-05,0.014964706,0.957364706,0.002947244,0.490447059,0.669795693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Lake of the Woods Co,6942.916932,0.117804595,3.015526306,3.029100078,,0.154921886,0.303,8.1,0.297,0.60618047,0.20922112,0.333333333,102.1,23.48066298,0.063978674,0.000509814,0.000262192,0.000262192,75.49,0.739130435,0.52173913,,0.608370703,0.047381546,0.159,4.112069376,0.349295775,35.68697425,58.78894768,56.24584548,7.7,0,0.120588235,0.661370407,0.281,232.2,,,0.092271771,0.097209683,0.096,,0.089,0.120253204,,7,,0.296151434,0.069116361,0.049267643,9533.24,0.000262192,,47584,0.532327586,,15.09517787,,,3814,0.180125852,0.228631358,0.004195071,0.011798637,0.015993707,0,0.012847404,0.930256948,0,0.484530677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Le Sueur County,5435.250439,0.108538467,2.715147884,2.742239935,0.056053812,0.147632618,0.353,9.2,0.212,0.772515612,0.220681885,0.473684211,190.9,15.44461779,0.051933942,0.000108448,0.000326193,0.000253706,35.01,0.912698413,0.747252747,0.935469314,0.62263265,0.048894886,0.107,3.767539303,0.268084469,17.71319091,67.08273937,61.36696724,10.1,0,0.104497956,0.831010332,0.382,242,59.01228193,,0.083482001,0.087881705,0.087,34.9,0.081,0.017221542,,4,10.83200083,0.276642956,0.058360296,0.037015782,8026.43,0.000108731,0.1291,63451,0.363560501,62.95609363,30.80098664,,7.219643205,27591,0.240042043,0.167300932,0.006415135,0.004639194,0.007176253,0.000217462,0.057228807,0.915407198,0.011731672,0.495560146,0.621593329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Lincoln County,7199.686351,0.121688298,3.005231667,3.034306342,0.038054968,0.136781508,0.278,8.9,0.236,0.491180461,0.200231246,0.6,155.5,10.95890411,0.051716141,0.000519841,0.000345841,0.000172921,44.14,0.890625,0.58,,0.6969163,0.036487689,0.184,4.388487805,0.225308642,36.38884076,131.4285714,72.43877199,8.9,0,0.097165992,0.749557835,0.326,308.1,,,0.092309643,0.09610965,0.09,,0.087,0.035287077,,7,,0.288239338,0.056417024,0.042253521,9788.91,0.000864603,,46405,0.37524178,,16.19259856,,,5783,0.227217707,0.251599516,0.002420889,0.002939651,0.004495936,0.000518762,0.018675428,0.964724192,0,0.493169635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Lyon County,4979.97226,0.123751303,2.927765123,3.067919438,0.057632399,0.159816398,0.293,8.3,0.205,0.812468577,0.25756132,0.133333333,132.5,18.31770223,0.048682023,0.000856931,0.000466944,0.001478657,36.65,0.920903955,0.751879699,0.863652482,0.690066636,0.035598276,0.149,4.494576714,0.255427842,18.69668523,132.4348537,62.46730227,9.2,0,0.129528536,0.766002482,0.108,267.6,,,0.093253624,0.097189363,0.086,57.3,0.102,0.065812831,,4,13.90317827,0.304356136,0.054039412,0.037391701,8102.83,0.00058368,,52989,0.426592798,57.94487568,31.73794773,,8.589254062,25699,0.252655745,0.150200397,0.02793883,0.007548932,0.041285653,0.000933889,0.063971361,0.848282034,0.014137685,0.500252928,0.479289941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,McLeod County,5616.515016,0.112387071,2.742339563,2.910978819,0.055834169,0.150568517,0.302,8.7,0.216,0.81937737,0.221648569,0.235294118,239.7,18.53475266,0.046945316,0.00077925,0.000753306,0.001869315,45.39,0.878306878,0.576271186,0.898678161,0.668310586,0.04467933,0.095,3.656794166,0.303241014,17.81142157,127.2381936,60.12459152,9.8,0,0.110356537,0.847391465,0.274,261.8,38.11757807,,0.086277123,0.091359224,0.092,60.1,0.082,0.064078751,,5,8.70563096,0.283357135,0.055227857,0.027425437,9035.99,0.000641705,0.0959,58393,0.333211945,,37.37255533,,6.680510168,35842,0.233776017,0.182411696,0.005719547,0.004770939,0.00725406,0.000669606,0.059873891,0.915071704,0.013175776,0.50245522,0.465553464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Mahnomen County,12862.45983,0.214137618,4.567518247,4.26208184,0.071236559,0.237988515,0.34,6.6,0.284,0.545538518,0.187940421,0.666666667,853.8,76.03305785,0.090110385,0.000183251,,,58.04,0.884210526,0.591836735,0.528539823,0.573248408,0.057418273,0.298,4.923175565,0.527099464,9.162543522,354.3117944,123.6588471,8.1,0,0.188118812,0.750113585,0.268,511.4,148.456057,,0.145409449,0.141540462,0.115,,0.14,0.180065294,,15,,0.343174879,0.106902655,0.06246317,9962.32,0.001280878,0.307,41640,0.78490566,,8.77026246,,,5465,0.312900275,0.173833486,0.004025618,0.438060384,0.001097896,0.000365965,0.040805124,0.456175663,0.001809409,0.494784995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Marshall County,4044.098112,0.115020923,2.761724594,2.809478454,0.067729084,0.134844522,0.304,7.6,0.2,0.549634495,0.215012638,0.375,138,15.11203752,0.057291667,,0.0002145,,60.06,0.863636364,0.714285714,,0.673182957,0.073671067,0.128,3.56723956,0.191806332,35.02069405,10.5381481,65.90416259,8.4,0,0.073710074,0.767292912,0.36,256.2,,,0.08475732,0.089682567,0.1,,0.094,0.158225313,,5,21.22562843,0.297443677,0.063376332,0.043284248,10088.67,0.00032175,,54651,0.425689307,,20.78066962,,,9324,0.227799228,0.202702703,0.003646504,0.009009009,0.004075504,0.000429,0.045045045,0.932968683,0.008155868,0.491634492,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Martin County,5804.407758,0.123413953,3.330512889,3.098161637,0.053171044,0.131535954,0.317,7.8,0.252,0.74256238,0.20133485,0.333333333,237.4,22.43667069,0.059158208,0.000799121,0.000605174,0.000958193,55.87,0.842857143,0.653846154,0.810714286,0.618979834,0.041526805,0.175,4.105169815,0.353157291,23.4741784,82.78548819,73.2905475,9.6,1,0.118451025,0.800420168,0.159,292.5,,,0.096543513,0.095636656,0.096,82.6,0.096,0.131863631,,5,14.0353832,0.284223006,0.067294871,0.038711121,7747.78,0.000806899,,48326,0.443358058,,39.81984875,,9.904128041,19829,0.216652378,0.223359726,0.005396137,0.004538807,0.006757779,0.000302587,0.04205961,0.934237733,0.00443702,0.506076958,0.540403071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
