state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
MS,Yazoo County,9741.91,0.245,4,3.6,0.14011262,0.245,0.423,3,0.353,0.468091929,0.117,0.3,1046.3,89.98482549,0.194657421,0.000141869,0.000215185,0.001147653,84.42,0.80952381,0.457692308,0.639562682,0.413433361,0.109426628,0.514,6.289154268,0.635174001,8.866820358,,76.71108333,12.24,0.010673771,0.221244132,0.84754522,0.396,524.4,64.13682523,9.1,0.14,475.9,0.268,0.215837699,7.065604134,22.71087043,0.25963076,0.06450247,12338.66,0.000322777,0.194,28757,0.864418445,9.7,27883,0.243230642,0.1233368,0.566151418,0.003299502,0.005415486,0.000179321,0.053760356,0.36498942,0.028870789,0.447082452,0.44607162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Missouri,7714.26,0.16,3.7,3.8,0.080024926,0.226,0.30869128,7,0.262841825,0.774563791,0.17,0.346040335,462.2,39.51237395,0.158418174,0.000694953,0.000520832,0.001438907,64.7,0.856212466,0.621653204,0.860151317,0.638388774,0.065379199,0.222,4.574421823,0.336001107,11.87481609,451.9759972,73.91677699,10.19,0.04351634,0.142429926,0.814723688,0.301,381.4,59.91917264,7.2,0.106,222.7,0.171210902,0.062050762,14.38146618,15.45503254,0.191947638,0.073725111,9627.12,0.000572949,0.139,46905,0.381108551,7.2,6044171,0.231245112,0.150190489,0.115503185,0.005329267,0.01827579,0.0013403,0.038540769,0.804104484,0.010293428,0.509617283,0.295638267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Adair County,7071.19,0.175,4.4,4.5,0.087562189,0.263,0.299,6.5,0.29,0.7406178,0.196,0.266666667,273.6,15.84567689,0.178088507,0.001250928,0.000508369,0.001329579,51.71,0.883152174,0.6171875,0.920851528,0.601038339,0.05417176,0.249,5.899853293,0.284902085,16.80935069,397.8831576,58.72404397,9.74,0.359109446,0.210690192,0.792615724,0.135,372.6,56.69518606,,0.097,54.2,0.174,0.085744758,10.69181682,10.69181682,0.210950081,0.076465765,9657.01,0.000547474,0.152,35282,0.377436881,,25572,0.185867355,0.134483028,0.015368372,0.003167527,0.020139215,0.000703895,0.023502268,0.922297826,0.003586594,0.520295636,0.378529308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Andrew County,7454.31,0.112,2.6,2.2,0.059006211,0.215,0.276,8.3,0.317,0.572494361,0.192,0.333333333,275.6,35.57114229,0.130256482,0.00011483,0.000229292,,65.01,0.851351351,0.644736842,0.87760181,0.601418081,0.048076027,0.131,3.820618146,0.233392721,8.612275363,59.7613402,55.90235722,8.55,0.032806349,0.096458176,0.836372082,0.233,309.7,85.54842652,,0.098,48.3,0.113,0.041104854,,20.91017824,0.153683401,0.07311828,10747.36,0.000114646,0.117,54185,0.232582322,,17445,0.231298366,0.170707939,0.007337346,0.003324735,0.004987102,0.000286615,0.024304958,0.947893379,0.003607018,0.505760963,0.612804349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Atchison County,8075.7,0.132,3.1,3.6,0.055288462,0.254,0.307,8.1,0.32,0.740369393,,1,72.5,31.27443315,0.162213289,0.000362516,0.00055056,0.00036704,69.25,0.772727273,0.586538462,,0.588134136,0.051926845,0.168,4.053531898,0.191190253,34.43900671,123.7477902,56.43738977,8.28,0.204442723,0.059304704,0.802685565,0.182,401.7,,,0.117,,0.134,0.017531902,,,0.186134853,0.096153846,9580.66,0.001468159,,43215,0.284393064,,5449,0.200220224,0.233804368,0.006423197,0.003670398,0.001835199,0.00055056,0.011928794,0.967884015,0.000565824,0.503762158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Audrain County,6984.48,0.216,5.1,4.8,0.075833014,0.29,0.307,7.1,0.293,0.746210192,0.153,0.263157895,511.3,49.59091668,0.181168239,0.000702549,0.000272788,0.001597755,82.15,0.851851852,0.656126482,0.829147541,0.487100263,0.05772371,0.329,3.732717317,0.331332143,13.66066898,181.0721032,71.80880126,10.44,0.065783998,0.09602122,0.794271808,0.233,347.4,55.02712051,,0.115,136.3,0.151,0.069015801,12.80302819,17.81290879,0.22297347,0.090725493,8990.91,0.000389696,0.22,41164,0.436919389,,25661,0.234402401,0.164763649,0.067729239,0.004481509,0.004715327,0.000428666,0.02723978,0.879388956,0.007914904,0.54631542,0.411962866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Barry County,9701.5,0.177,4.6,5.2,0.072851621,0.309,0.315,7.7,0.331,0.583223305,0.159,0.42,151.9,59.38606848,0.217417124,0.000506386,0.000253008,0.000337344,51.65,0.867158672,0.648293963,0.912662338,0.416414175,0.057941336,0.322,3.726596141,0.284849205,14.34760592,268.8172043,86.51685393,10.14,0.022506781,0.139308855,0.797712134,0.287,439,58.28185103,6.5,0.111,36.2,0.142,0.031270274,12.01923077,25.64102564,0.25933366,0.116354011,9480.99,0.000449792,0.19,36573,0.411013804,5.1,35572,0.233329585,0.198892387,0.003598336,0.012003823,0.013831103,0.000506016,0.083605083,0.874957832,0.027822847,0.503345328,0.73264601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Barton County,7126.74,0.166,5.2,,0.070110701,,0.317,6.8,0.279,0.625060474,,0.25,194.5,44.14856342,0.187549643,0.000405285,8.14664E-05,0.000488798,95.97,0.871287129,0.571428571,0.928191489,0.520218579,0.076816472,0.278,4.608471269,0.209692746,13.77968712,177.4241243,94.99428424,8.72,0.411976691,0.137137137,0.811009539,0.233,354.1,,,0.127,,0.158,0.087486268,12.5213432,23.90438247,0.232688172,0.089252625,11226.8,0.000244399,,37723,0.451352634,,12275,0.254419552,0.182892057,0.004317719,0.013197556,0.004236253,0.00089613,0.024114053,0.933034623,0.011320429,0.509246436,0.639574262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Bates County,8981.94,0.163,2.9,3,0.074947953,0.259,0.342,7.6,0.302,0.285999179,0.192,0.461538462,173.6,47.14248091,0.197302735,0.000239392,0.000120846,0.000302115,89.17,0.817391304,0.472972973,0.8875,0.43959553,0.072805139,0.279,4.939416192,0.263378545,16.75743611,302.7086528,88.23114206,8.74,0.114708747,0.15530303,0.764355593,0.402,454.2,,,0.113,77.3,0.155,0.015036847,25.12857454,20.10285963,0.237216658,0.104096386,9016.09,0.000422961,0.189,38586,0.424320353,,16550,0.239939577,0.188640483,0.009969789,0.007311178,0.001933535,0.000241692,0.020785499,0.948821752,0.000441056,0.507129909,0.772713942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Benton County,9235.5,0.172,3.5,,0.074692443,0.206,0.35,7.7,0.332,0.492600756,0.163,0.230769231,142.4,50.73877892,0.203614983,0.000421896,0.000211283,0.000369744,89.74,0.828846154,0.576368876,0.853535354,0.416615003,0.06907621,0.393,4.342076219,0.273875992,16.34848645,305.2396567,106.1203047,9.39,0.072960564,0.129618413,0.776303466,0.396,433.6,,,0.142,55.1,0.147,0.022241574,18.80420312,27.83022061,0.235534054,0.103246563,8916.59,0.000264103,,32563,0.532427185,,18932,0.176156772,0.27973801,0.003803085,0.006496936,0.004436932,0.000369744,0.016427213,0.956739911,0.000548366,0.498626664,0.865396725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Bollinger County,8199.81,0.178,5.4,3.1,0.069431051,0.245,0.372,6.8,0.329,0.258108873,,0.363636364,169.6,48.41963685,0.18313018,8.07624E-05,0.000160128,0.000320256,83.9,0.879166667,0.572463768,,0.438287154,0.069704611,0.29,4.858701509,0.239845938,8.883863673,188.4253028,72.64860676,12.19,0,0.131524008,0.799039231,0.639,409.8,,,0.118,,0.148,0.107954755,,21.84108884,0.217227962,0.096258503,9147.43,8.00641E-05,,37627,0.452543262,,12490,0.227702162,0.173178543,0.004163331,0.006965573,0.002481986,0.000240192,0.009767814,0.967493995,0.001806296,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Boone County,5590.96,0.108,2.7,4,0.073884218,0.182,0.242,6.3,0.21,0.736974459,0.149,0.492537313,658.6,19.79867638,0.14526392,0.001014626,0.000591428,0.002717057,44.62,0.859455482,0.713891444,0.8643045,0.785974478,0.04470661,0.174,5.41759521,0.30083492,11.68896668,407.8786043,51.25953759,10.15,0,0.180122276,0.778704738,0.165,299.9,43.06537909,4.9,0.074,152.3,0.166,0.116180211,12.99038711,10.6770305,0.168055416,0.076731426,8342.02,0.001036464,0.091,49118,0.307812977,2.2,170773,0.205817079,0.100941015,0.092608316,0.004403506,0.041499535,0.000948628,0.031960556,0.804254771,0.012957464,0.516088609,0.187860454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Buchanan County,8145.85,0.225,4.4,4.3,0.074321317,0.268,0.37,7.1,0.28,0.752110402,0.155,0.386363636,576.3,60.83120502,0.17185034,0.000702294,0.000580156,0.001271881,60.61,0.849755416,0.608552632,0.915035419,0.524768142,0.054763163,0.257,4.368805892,0.384667736,13.82293269,364.9077863,66.34941485,8.56,0,0.131461676,0.827411419,0.117,424.1,67.77726251,8.2,0.118,195.6,0.152,0.067603918,9.832271126,12.57241226,0.211312277,0.072598228,10095.49,0.000758666,0.144,43461,0.494086316,4,89631,0.231091921,0.142908146,0.056375584,0.005600741,0.010554384,0.002967723,0.057803662,0.849706017,0.012585936,0.497227522,0.133720474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Butler County,10012.15,0.276,6.3,4.8,0.09967925,0.34,0.349,6.6,0.3,0.717904379,0.113,0.222222222,480.8,72.48782647,0.171353177,0.000998769,0.000533853,0.002135413,81.11,0.907573813,0.644,0.801712329,0.502947145,0.066261083,0.316,4.544059795,0.35907455,11.3813207,491.0554978,103.2888864,12.32,0.000439883,0.140143885,0.843309144,0.147,509.4,92.33379916,8.9,0.114,60.5,0.172,0.074214919,24.13531869,29.8339356,0.209173664,0.075036639,9758.13,0.001090918,0.234,35381,0.521467035,,43083,0.234779379,0.17396653,0.053547803,0.006800826,0.008611285,0.000278532,0.017640369,0.894088155,0.000796753,0.512870506,0.52182549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Caldwell County,10497.31,0.114,1.9,,0.088315217,0.197,0.368,7.1,0.276,0.391341256,,0.214285714,273.4,45.06534475,0.172700054,0.000109349,0.000109926,,75.76,0.837696335,0.483870968,0.929637097,0.476626506,0.067727163,0.223,4.257217848,0.303913044,12.02843084,326.0676945,115.8599382,9.05,0.06305037,0.152291105,0.773594771,0.493,440.8,,,0.122,58.9,0.149,0.080321387,18.36378661,33.66694212,0.203928365,0.100917431,9207.07,0.000219853,,41546,0.392350401,,9097,0.240628779,0.183796856,0.005606244,0.005386391,0.001758822,0.000219853,0.020006596,0.951412554,0.000804136,0.495987688,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Callaway County,7439.63,0.166,3.7,3.9,0.099187448,0.298,0.337,7.8,0.3,0.648267617,0.178,0.375,261.8,30.42680894,0.148781678,0.000383704,0.00020289,0.001600577,66.28,0.867394696,0.614457831,0.822170901,0.545535239,0.058072115,0.201,4.117313195,0.293930695,11.05969981,265.6401252,78.74977937,10.37,0.002004168,0.118639053,0.823051948,0.259,374.6,78.09744546,9.2,0.102,350,0.133,0.046281887,14.63486024,20.16358522,0.178553084,0.072805353,8802.71,0.000225433,,45573,0.442463533,5.3,44359,0.217813747,0.137829978,0.044252576,0.005838725,0.006176875,0.000428324,0.018372822,0.908316238,0.003021655,0.489145382,0.620274294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Camden County,7762.74,0.174,3.2,4.4,0.063672922,0.309,0.29,7.7,0.291,0.763601655,0.15,0.435897436,219,38.93417691,0.201518289,0.000843882,0.000478774,0.001025945,58.83,0.823906083,0.673854447,0.921119593,0.567800614,0.080269995,0.326,3.787766495,0.366378786,12.54418976,191.3182667,87.77142857,9.66,0.025687199,0.138359569,0.777802842,0.241,348.1,57.31523379,,0.115,17.4,0.146,0.02620011,18.7916631,21.42908949,0.233222539,0.105300437,9075.98,0.00036478,0.23,41314,0.508248378,,43862,0.186813187,0.241849437,0.005950481,0.005722493,0.005927682,0.000341982,0.025648625,0.946514067,0.009253696,0.505654097,0.742284442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Cape Girardeau Count,6776.73,0.148,3.8,4.6,0.081704337,0.201,0.29,7,0.273,0.71451225,0.113,0.184210526,211.8,31.76649326,0.14546212,0.000922677,0.00071133,0.002237455,51.69,0.899671053,0.680989583,0.871816994,0.636885874,0.058912348,0.219,4.343658413,0.333191412,15.07472385,421.1927373,54.18635878,12.52,0.084465192,0.144142615,0.830897415,0.175,341.8,73.94663769,7.2,0.116,74.2,0.154,0.074960073,12.19570292,9.909008623,0.173776663,0.068714822,8609.66,0.001241593,0.112,44248,0.380191051,2.7,77320,0.216528712,0.151422659,0.075193999,0.003543714,0.012545266,0.000297465,0.022025349,0.870874289,0.005575457,0.516903777,0.305032111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Carroll County,9209.03,0.179,3.2,2.7,0.079530639,0.209,0.315,7.5,0.279,0.439268424,,0.25,220.1,34.20608108,0.174045379,0.000330178,0.00043826,0.000109565,78.16,0.815602837,0.574074074,0.828373016,0.47777235,0.065083913,0.262,4.317497817,0.289110794,17.60950914,121.8594316,101.2800069,9.37,0,0.114754098,0.783235582,0.303,406,,,0.117,,0.142,0.057713993,,25.84725791,0.205168059,0.099500227,8987.67,0.00043826,0.154,41279,0.360831234,,9127,0.226142215,0.203243125,0.0200504,0.002958256,0.004273036,0.00087652,0.012709543,0.945436617,0.003097751,0.512654761,0.645400753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Carter County,13303.11,,,,0.104014599,,0.337,4.3,0.29,0.739824421,,0.4,191.6,55.70652174,0.214806291,0.000319387,0.000158957,0.001112701,69.27,0.897590361,0.647058824,0.904567308,0.531837916,0.074958541,0.369,5.465434435,0.262763785,6.387735548,121.5002641,121.9825372,11.5,0.051130435,0.123481781,0.787300351,0.372,590.7,165.5629139,,0.123,,0.179,0.280853727,,36.95235456,0.261427426,0.100383632,8978.04,0.001112701,,30017,0.582509506,,6291,0.235256716,0.171037991,0.003497059,0.011762836,0.001589572,0.000317915,0.020823399,0.946272453,0,0.513908759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Cass County,6491.73,0.126,3.4,3.4,0.068424642,0.226,0.323,7.6,0.271,0.750226181,0.157,0.365384615,290.9,29.35545629,0.130735921,0.000249064,0.000298089,0.000496815,65.69,0.836978131,0.662790698,0.889581482,0.651706776,0.06252505,0.127,3.598708296,0.270688322,9.962540846,166.3982286,62.79738183,8.8,0.005849739,0.106605181,0.834915858,0.473,349.6,33.49250246,5.5,0.104,67.4,0.125,0.078720778,11.47963817,11.62495005,0.159393939,0.06749389,9767.35,0.000258344,0.14,63031,0.292884097,3.6,100641,0.254001848,0.150087936,0.038036188,0.006200256,0.007313123,0.00091414,0.042070329,0.888763029,0.004023671,0.510010831,0.324021392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Cedar County,9030.8,,,,0.057491289,,0.335,7.4,0.278,0.350736661,,0.4,224.7,49.41768964,0.199794508,0.000289876,0.000287501,0.000431251,58.17,0.828703704,0.487804878,0.925,0.536687631,0.060591827,0.379,4.611612176,0.346683354,13.7691137,307.2233204,98.83546044,8.96,0.238725308,0.168852459,0.803463384,0.345,436.9,,,0.116,50.5,0.156,0.034475457,18.32788588,18.32788588,0.242228662,0.099450885,9603.21,0.000718752,,30816,0.460370995,,13913,0.229497592,0.239775749,0.002515633,0.008193776,0.003665637,0.000575002,0.018759434,0.953137354,0.004732463,0.502048444,0.752968102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Chariton County,5275.88,0.205,3.5,5.3,0.054098361,0.122,0.302,6.9,0.322,0.170987103,0.197,0.571428571,196.1,34.3995172,0.168481961,,0.000131096,0.000393288,78.89,0.855670103,0.555555556,,0.48820905,0.05721519,0.224,4.513227513,0.280139779,20.91776703,312.8884317,54.10976552,9.68,0,0.101141925,0.781334944,0.301,342.9,,,0.115,,0.142,0.112365532,,21.92862233,0.197951405,0.097505669,9018.06,0.000393288,0.13,40352,0.384902144,,7628,0.220110121,0.226140535,0.023466177,0.003015207,0.001573152,0,0.00812795,0.955820661,0,0.506685894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Christian County,5932.69,0.12,2.8,3.7,0.062111801,0.209,0.288,8,0.259,0.783524063,0.18,0.190476191,261.8,31.43236841,0.148403156,0.00041341,0.000296666,0.000939443,43.78,0.895522388,0.656686627,0.935,0.698860172,0.053684236,0.164,3.68714714,0.230743692,9.395670475,214.6794562,60.23317737,10.02,0.196140201,0.127721584,0.816160078,0.405,301.6,40.23287736,4.9,0.097,61.1,0.127,0.041579436,13.61653198,15.69683548,0.183658985,0.072342768,9187.13,0.000210139,0.168,51394,0.301156463,,80899,0.263513764,0.138456594,0.007045823,0.006872767,0.005982769,0.000630416,0.027429264,0.93752704,0.004201796,0.511687413,0.447960528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Clark County,9732.05,0.265,4.3,3.2,0.061191626,0.234,0.314,7.4,0.325,0.422047906,,0.272727273,100.4,49.0874764,0.189328133,0.000430478,0.000289436,0.000144718,96.84,0.741935484,0.577777778,0.925,0.567514677,0.073206876,0.256,4.525559008,0.248955224,14.34926101,168.7289089,101.6776818,10.17,0,0.087873462,0.811129296,0.386,457,,,0.118,,0.148,0.047371285,,34.12010276,0.223784851,0.103841537,8954.57,,,39712,0.363549618,,6910,0.236613604,0.188567294,0.002315485,0.002170767,0.004775687,0.000144718,0.008972504,0.972069465,0.002123786,0.495803184,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Clay County,5942.44,0.143,3.4,4,0.066220675,0.21,0.282,7.7,0.245,0.917635026,0.173,0.291666667,369.1,30.5218917,0.12933278,0.000628359,0.000559719,0.00087212,67.47,0.867267032,0.639928699,0.894109894,0.730998417,0.062724562,0.122,3.608282916,0.286122757,10.01858712,,56.6026852,8.8,0.177618078,0.113909493,0.850400296,0.303,310.5,45.86013968,5.6,0.118,132.6,0.13,0.059428798,11.32913697,11.00170526,0.157501524,0.062755914,10133.67,0.000381824,0.103,60641,0.266940504,3.2,230473,0.252281178,0.123814937,0.05577226,0.00597467,0.022831308,0.002746526,0.06340439,0.82984124,0.012071396,0.510450248,0.098157602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Clinton County,8378.03,0.126,2.9,4.1,0.069084629,0.197,0.323,7.8,0.265,0.628935062,,0.333333333,243.8,38.05405405,0.15556596,0.000633899,0.000486121,0.000243061,89.96,0.851851852,0.548387097,0.884083601,0.559851913,0.071385238,0.168,3.588780413,0.314262362,10.23990638,289.4074286,72.40360667,8.8,0.050525864,0.116883117,0.820332212,0.465,397.8,88.49992625,,0.116,62.3,0.139,0.029098603,11.74787674,25.56890821,0.182723979,0.091697168,9354.43,0.000631958,0.163,52461,0.299203374,,20571,0.244956492,0.1647951,0.014972534,0.007437655,0.004083418,0.000194449,0.019882359,0.939089009,0.000877193,0.494968645,0.762088415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Cole County,6961.11,0.137,3.3,2.5,0.079213818,0.18,0.293,7.4,0.226,0.736570601,0.205,0.219512195,489.8,33.91495262,0.127428999,0.000838102,0.000534557,0.001342912,59.43,0.85267035,0.688098495,0.720997305,0.649495695,0.052071215,0.181,4.143513875,0.362433862,23.70257847,387.4817617,56.73287261,10.08,0.004338462,0.089933572,0.822801036,0.132,325.4,61.75265256,7.6,0.1,231.7,0.145,0.060408053,10.63718646,15.57588018,0.150879414,0.071699984,9092.98,0.000534557,0.07,52023,0.292400335,2.1,76699,0.230876543,0.135503722,0.114812449,0.00393747,0.011942789,0.000651899,0.027497099,0.825173731,0.004700171,0.494556644,0.290748783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Cooper County,7860.2,0.113,2.3,,0.098969072,0.316,0.303,6.9,0.246,0.467189364,0.242,0.230769231,296.8,36.178632,0.162689805,0.000342466,0.000283334,0.00090667,71.54,0.849593496,0.605714286,0.91407563,0.552293578,0.062893816,0.224,4.386441545,0.276370217,13.12785388,126.5057966,63.74501992,9.81,0.055228966,0.096470588,0.793049994,0.357,418.7,63.57279085,,0.118,130.3,0.158,0.078166736,10.56137785,12.9986189,0.193259829,0.087287491,8143.43,0.000226667,,44397,0.402689873,,17647,0.219527398,0.162747209,0.070493568,0.005100017,0.005610019,0.001020003,0.014903383,0.886892956,0.003022426,0.475208251,0.532015226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Crawford County,9047.53,0.19,5.2,4,0.080373832,0.399,0.333,7.5,0.259,0.678368967,,0.37037037,193.3,54.07291122,0.186558461,0.000120812,0.000122234,0.000325959,59.74,0.855721393,0.613043478,0.833237548,0.442693906,0.07164349,0.301,4.30230632,0.373022623,11.2757732,214.6137668,92.06318442,10.67,0.146183565,0.151626443,0.756788045,0.338,438,57.9230451,,0.106,33.8,0.157,0.01897263,19.08728093,24.87130545,0.230648785,0.07970313,9433.92,0.000325959,0.236,37299,0.54658926,,24543,0.235953225,0.174713768,0.003626289,0.004848633,0.00338182,0.000651917,0.016786864,0.96031455,0.001124422,0.504665281,0.733074182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Dade County,8253.96,,,,0.063670412,,0.357,7.4,0.311,0.161867309,,0.125,198.2,36.22771708,0.204426423,0.000528541,0.000131961,0.000659805,37.51,0.913461539,0.707317073,,0.477806789,0.062068966,0.292,4.560369881,0.302746932,17.17758985,152.4325698,81.85399294,9.01,0,0.127329193,0.778827977,0.389,423.4,,,0.135,,0.155,0.03264301,,38.1561495,0.243709227,0.103448276,7385.31,0.000395883,,36720,0.483496878,,7578,0.214964371,0.221430457,0.005014516,0.009237266,0.003035102,0.000395883,0.01821061,0.941673265,0.000407387,0.493665875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Dallas County,7527.7,0.162,3.8,,0.065445026,0.27,0.326,6.9,0.294,0.373904751,,0.454545455,107.1,52.65797392,0.203652301,0.000178582,0.000241911,0.000362867,66.91,0.894472362,0.552631579,0.825,0.36979021,0.073459049,0.33,3.612729787,0.193151022,8.929102923,204.3853557,66.59056317,9.43,0.012087027,0.125588697,0.713857927,0.473,364.8,66.81243926,,0.128,,0.155,0.08099386,15.30234891,17.0026099,0.245624808,0.101996632,9303.13,0.000241911,,37540,0.518435754,,16535,0.235258543,0.189839734,0.002902933,0.009676444,0.002116722,0.001028122,0.017719988,0.952222558,0.010662751,0.500876928,0.819335996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Daviess County,7710.71,0.148,3.8,4.3,0.066037736,0.189,0.348,7.1,0.311,0.35799834,0.178,0.375,206.3,40.18547141,0.206474058,0.000242748,0.000241138,0.000241138,83.3,0.815602837,0.5,,0.444751381,0.059667674,0.311,3.830092686,0.195502524,8.496176721,91.17577103,69.54936806,9.02,0,0.136792453,0.724978492,0.354,412.1,,,0.122,,0.141,0.091411561,,23.99849152,0.248847926,0.114564007,8958.96,0.000361707,0.147,38332,0.410728583,,8294,0.258982397,0.185073547,0.006149023,0.00397878,0.001446829,0.000361707,0.014588859,0.963588136,0.009281939,0.497106342,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,DeKalb County,7211.15,0.12,2.9,3.4,0.076623377,0.205,0.349,6.6,0.292,0.353707726,,0.214285714,100.5,35.41389996,0.157419524,0.000231839,7.78816E-05,,81.94,0.866666667,0.545454546,,0.349249323,0.061486963,0.177,4.412716244,0.185403445,8.500772798,88.51049482,46.68752043,8.78,0.463638155,0.084917617,0.80435286,0.353,379.2,,,0.106,396.8,0.145,0.137196221,,,0.186179011,0.089208007,8622.49,7.78816E-05,0.179,44286,0.307901907,,12840,0.169080997,0.154127726,0.114018692,0.005373832,0.003193146,0.001168224,0.019937695,0.847507788,0.004389173,0.371261682,0.624030407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
