state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value
NE,Blaine County,,0.128704561,3.172088948,3.667637188,,0.167204576,0.341,5,0.264,0.10041841,0.245515227,0,,,0.130193906,0,0,0,2454,0.31,0.38,0.950138504,0.741176471,0.05019305,0.282,2.534819947,0.057692308,0,,,4.6,0,0.086956522,0.605691057,0.41,,,,,0.098803769,0.118116238,0.076,,0.137,0.346801347,,,0.293712755,0.125,0.138613861,0,,,,,45411,0.525,,,,,,,6.858051198,0.737089202,0.028571429,0.863849765,465,0.184946237,0.268817204,0.004301075,0.002150538,0,0,0.015053763,0.967741936,0.004444444,0.477419355,1
NE,Boone County,4674.63427,0.13852484,3.16346245,3.531891944,0.071895425,0.174418851,0.362,8.4,0.284,0.483197094,0.260785555,0.5,74.7,16.05709188,0.0908414,0.001527009,0.000770416,0.000385208,5304,0.56,0.32,0.949221949,0.780795344,0.027337158,0.121,3.343629099,0.048859935,13.3613285,,94.58948165,6.1,0,0.094505495,0.767195767,0.192,81.28588913,232.0524281,,,0.100561817,0.118423595,0.107,,0.099,0.055473632,,,0.293429167,0.100881834,0.068548387,0.00192604,,,3.427740477,3.472918951,58204,0.398512221,,,,,,20,0,0.761575076,0.062977958,0.794893985,5192,0.231702619,0.234206472,0.004237288,0.00288906,0.003659476,0.000192604,0.021956857,0.962057011,0.001818182,0.50385208,1
NE,Box Butte County,7544.831637,0.15178988,3.559971108,3.933591638,0.078770413,0.184552485,0.347,7.4,0.247,0.72912982,0.209798929,0.142857143,220.5,33.56890459,0.090519736,0.000464166,0.000741909,0.00194751,2272,0.32,0.4,0.9066918,0.658573596,0.031740174,0.137,3.794383572,0.229062276,20.42331972,220.6823498,83.67896384,4.2,0,0.091106291,0.819589702,0.062,77.78010694,346.1633646,,,0.108744685,0.122580889,0.124,,0.117,0.129493092,,21.90241829,0.321572965,0.109741882,0.049150705,0.001020124,0.838907285,,2.912367442,2.770575643,61522,0.516902944,22.8962818,17.4685697,,28.08231406,,27.5,118.5060332,0.686063673,0.081512238,0.81446342,10783,0.253918205,0.19326718,0.009830288,0.046183808,0.006677177,0.000278216,0.129463044,0.807196513,0.011506582,0.502457572,0.249557835
NE,Boyd County,6581.558309,0.142543402,3.459052591,3.849226857,,0.181749742,0.359,4.6,0.275,0.013816103,0.230628085,0,,,0.122403561,0.001534527,0,,5625,0.41,0.33,0.960082588,0.71147541,0.033395176,0.219,4.405923676,0.07106599,20.46035806,,,5.1,0,0.077348066,0.66700715,0.264,79.54733917,372.4490068,,,0.107026958,0.120762545,0.108,,0.128,0.412230826,,,0.30293184,0.12942366,0.103723404,0.00104221,,,2.764341404,2.776051487,46548,0.603498542,,,,,,35,12.82999642,0.815265487,0.059393939,0.725663717,1919,0.184992183,0.310057322,0.000521105,0.014069828,0.014069828,0.00104221,0.025013028,0.944241793,0.002688172,0.502344971,1
NE,Brown County,9520.432944,0.166377953,3.903448716,3.935232203,0.064356436,0.198426377,0.407,7.8,0.272,0.758982512,0.217893135,0.333333333,,16.22418879,0.114377584,0.001009082,0.001015228,0.00033841,1449,0.34,0.13,0.9512958,0.632825719,0.035175879,0.169,4.569129856,0.22,20.18163471,0,67.34913793,4.5,0,0.111864407,0.757817698,0.106,78.7108265,399.3809692,,,0.121237976,0.132527769,0.107,,0.135,0.043394256,,,0.32668169,0.123322684,0.092592593,0.001692047,,,3.208086808,3.117750445,48843,0.463869464,,,,,,46.66666667,21.13033678,0.754145638,0.072261072,0.787310743,2955,0.215566836,0.270050761,0.004737733,0.011505922,0.002030457,0.001015228,0.027072758,0.945854484,0.007340091,0.501861252,1
NE,Buffalo County,5192.024663,0.137744632,3.208361537,3.597960995,0.071294167,0.152765008,0.326,7.8,0.218,0.89080734,0.231111794,0.28125,309.7,15.9039526,0.092612196,0.000906984,0.000825631,0.003685133,3844,0.48,0.63,0.930808449,0.713209044,0.026244735,0.101,4.604371134,0.223965142,14.71329235,193.3464277,56.62239335,6,0,0.127608983,0.833964647,0.142,80.77867884,274.9634727,45.23424879,5.620316403,0.102072162,0.1114322,0.097,12.2,0.117,0.078794297,8.053366979,11.64927527,0.30584594,0.110838111,0.047534617,0.001631124,0.867979275,,3.209480935,3.412478315,64759,0.393701738,69.6280283,33.1997255,,18.40678475,8.493359002,25.2,137.7499869,0.649879341,0.113631466,0.840100724,49659,0.233170221,0.150486317,0.010592239,0.006363398,0.015344651,0.001027004,0.093316418,0.865583278,0.017619608,0.499768421,0.322610733
NE,Burt County,7549.040861,0.15428782,3.650932271,3.96968106,0.065539112,0.191640074,0.371,8.2,0.34,0.470836979,0.212229335,0.25,244.8,15.84653878,0.117418033,0.000462392,0.000309646,0.000154823,2368,0.53,0.2,0.912996546,0.677469136,0.033591731,0.129,4.188199221,0.192202462,18.49568434,82.3723229,98.12038144,7.3,0,0.098786828,0.82915952,0.33,77.97669776,372.3634667,,,0.112691189,0.127093066,0.108,,0.132,0.002607161,,21.85314685,0.313283124,0.136166522,0.074247492,0.000774114,,,3.001952674,2.966195139,54554,0.411996843,,30.58166679,,,,30,21.95560857,0.765756303,0.080103359,0.724439776,6459,0.224957424,0.243536151,0.005883264,0.023223409,0.004335036,0.001083759,0.034525468,0.921350054,0.005016993,0.501780461,1
NE,Butler County,6729.187158,0.140145824,3.30085235,3.820800714,0.062402496,0.181539754,0.325,8.3,0.24,0.420250149,0.240661268,0.6,235.9,8.776741635,0.077301587,0.000992802,0.000249501,0.000124751,2838,0.43,0.5,0.930194805,0.706547619,0.025920279,0.092,3.84910792,0.129931615,13.65103003,61.11722283,81.89804934,6.9,0,0.105882353,0.803420862,0.354,77.69710994,360.4793009,,,0.100499856,0.119257475,0.109,,0.103,0.052770843,,22.86518336,0.326031233,0.090461263,0.047839506,0.000374252,,,3.140840732,3.688783246,63310,0.374200426,,,,,,22.22222222,5.71599534,0.778768956,0.0755886,0.789771038,8016,0.22991517,0.213073852,0.005738523,0.004740519,0.00499002,0.000499002,0.044660679,0.934006986,0.011780278,0.495259481,0.657057773
NE,Cass County,5340.478876,0.128365339,3.228493558,3.51703449,0.071843634,0.166037413,0.434,8.5,0.262,0.65738283,0.256195852,0.451612903,158.4,14.16430595,0.066830878,0.000305822,0.000266687,0.000342883,3545,0.44,0.54,0.943562014,0.755430135,0.033382461,0.072,3.697677802,0.124438022,12.61516113,125.6207431,58.6532896,8,0,0.098534613,0.858342238,0.473,80.39684921,294.0628185,51.96881871,,0.094468491,0.110348467,0.121,,0.095,0.052281753,,21.61191648,0.328857639,0.078118851,0.041369905,0.000266687,0.956843066,,3.18780437,3.381417063,72915,0.318050888,61.57343509,20.46377661,,15.41329481,8.489291916,23.33333333,36.38519287,0.816892911,0.082802548,0.842835596,26248,0.234532155,0.181194758,0.006781469,0.006438586,0.005105151,0.000533374,0.036802804,0.931804328,0.003608036,0.494704358,0.729566974
NE,Cedar County,6158.794401,0.130808051,3.028557897,3.348755547,0.039215686,0.156806149,0.378,8.4,0.242,0.516719385,0.247639713,0.055555556,82.1,10.83032491,0.096387371,0.000118399,0.000357058,0.000119019,2761,0.43,0.43,0.92491706,0.767484663,0.025027686,0.102,3.669045241,0.07096475,15.39190149,40.70477409,93.86806843,6.3,1,0.06980057,0.767488789,0.211,79.96898008,306.5479466,,,0.096329745,0.114771279,0.082,,0.103,0.04749342,,35.0385424,0.307588556,0.110417131,0.068636364,0.000476077,,,3.338902866,3.134950901,60400,0.403551251,,20.19313494,,,,27,10.54844714,0.805476326,0.051350549,0.810325157,8402,0.252201857,0.22018567,0.002618424,0.007141157,0.00166627,0,0.024398953,0.95870031,0.002142137,0.491073554,1
NE,Chase County,5933.735783,0.142143756,3.357695375,3.551092385,0.055393586,0.165836556,0.355,7.7,0.242,0.780131115,0.227723739,0.6,,20.02224694,0.142446503,0.000251446,0.000254842,,4817,0.4,0.16,0.880747664,0.692491061,0.022837066,0.108,3.272869779,0.192439863,17.60120694,125.5650427,91.07007336,5,1,0.098802395,0.808521831,0.128,78.77505189,340.5682482,,,0.102048189,0.115094203,0.08,,0.104,0.119162685,,,0.295918186,0.161668229,0.100961539,0.000764526,,,3.06181701,3.340132467,57656,0.391946309,,,,,,36,5.147866924,0.756402621,0.082131661,0.826086957,3924,0.247706422,0.212538226,0.005606524,0.004841998,0.001529052,0,0.147553517,0.836391437,0.029730481,0.509174312,1
NE,Cherry County,7508.208767,0.153083017,3.504958066,3.51928804,0.065813528,0.188930326,0.3,7,0.32,0.645370208,0.212821732,0.266666667,154.7,29.1704649,0.149955237,0.000520743,0.001582,0.000175778,3892,0.46,0.12,0.949604743,0.772625281,0.023900856,0.172,3.432912154,0.190151515,13.88647804,239.6644697,107.0885726,4.1,0,0.08490566,0.64713217,0.152,79.52944901,321.2783523,,,0.112562295,0.125380657,0.08,,0.126,0.149220721,,,0.300839513,0.175967026,0.089584851,0.001054667,,,3.529217653,3.596183962,50677,0.42153048,,23.16059772,,,,15,43.16521202,0.61253449,0.098977695,0.79227434,5689,0.235014941,0.221480049,0.004218668,0.068026015,0.005449112,0.000351556,0.032694674,0.87361575,0.006876045,0.489716998,0.525118152
NE,Cheyenne County,6778.455922,0.13587315,3.19039687,3.722216673,0.086595492,0.162208965,0.331,7.9,0.227,0.627825565,0.253143766,0.571428571,175.7,26.3024785,0.064257028,0.000537057,0.000561167,0.001122335,3344,0.3,0.4,0.935512897,0.824924536,0.036911232,0.128,3.805984402,0.207003546,10.74113856,290.1972358,72.7438999,4.8,0,0.084090909,0.81650271,0.123,79.63446483,324.3919604,,,0.098727157,0.115741867,0.102,,0.122,0.059619781,,,0.308659773,0.076170773,0.036547776,0.001234568,0.855314961,,3.235326947,3.174546805,56229,0.401151632,,18.87988861,,23.33881207,22.86236854,27,76.84577799,0.666211604,0.076995526,0.788850967,8910,0.227721661,0.205836139,0.006060606,0.010213244,0.01010101,0.000785634,0.078675645,0.885521886,0.000223364,0.498092031,0.362572515
NE,Clay County,7088.578793,0.159674679,3.6824598,3.817092064,0.07029877,0.180534155,0.387,7.1,0.277,0.525833079,0.233304481,0.5,128.9,25.50231839,0.102516882,0.000321854,,0.000161212,3125,0.51,0.44,0.915065243,0.608662026,0.032140691,0.133,3.955589587,0.165575916,16.09269392,124.3523316,61.10503634,6.4,1,0.087954111,0.781566509,0.32,79.17105743,324.4842412,,,0.110405139,0.123392858,0.102,,0.121,0.145212674,,27.39663478,0.311751509,0.121908127,0.062579821,0.000483637,,,2.985759727,3.198381837,63829,0.479238754,,2.023432955,,,,21.42857143,0,0.797558094,0.073511294,0.777865301,6203,0.248589392,0.204417218,0.004030308,0.012574561,0.003224246,0.003063034,0.089634048,0.891504111,0.018492914,0.490891504,1
NE,Colfax County,6426.86068,0.204974142,3.646360538,3.546063054,0.051148999,0.176573425,0.37,8.4,0.263,0.782881598,0.205803515,0.461538462,207.8,43.41987466,0.164247021,,0.000186759,,1729,0.47,0.42,0.69258427,0.36631579,0.027235263,0.114,3.75688161,0.171106236,14.70453083,,77.19972133,7,0,0.114130435,0.780934579,0.257,81.41578562,265.8442603,101.2224558,,0.120805204,0.121351054,0.077,,0.094,0.064906899,,33.76644426,0.322068175,0.20322949,0.089087546,0.000466897,0.864606742,,3.079648664,3.178153839,62472,0.605035701,31.8035294,26.16340538,,17.08414604,,47.14285714,102.7960167,0.723398553,0.0554472,0.76869472,10709,0.295359044,0.138388272,0.047156597,0.035204034,0.012792978,0.004949108,0.457092166,0.47660846,0.199139521,0.464936035,0.405135521
NE,Cuming County,5361.825901,0.145905804,3.344822659,3.477193768,0.053367217,0.162697737,0.392,8.7,0.253,0.698982383,0.251104531,0.333333333,44.2,12.6953125,0.114277448,0.000447427,0.000452182,0.000904364,3042,0.54,0.27,0.883613584,0.663822526,0.026618399,0.104,3.786117216,0.159854678,14.54138703,22.12511754,57.81760769,7.1,0,0.091029024,0.824285398,0.17,81.66237917,286.9002327,,,0.10389338,0.116119621,0.091,,0.101,0.012130783,,19.0500381,0.292838514,0.133894737,0.072743208,0.000565227,0.942857143,,3.456761123,3.588553032,59505,0.523712737,,38.6498181,,,,26.36363636,70.29763615,0.697075396,0.062675661,0.676147035,8846,0.243047705,0.223603889,0.003278318,0.008817545,0.004860954,0.000339136,0.103323536,0.875763057,0.013101477,0.498643455,0.652040705
NE,Custer County,5363.570493,0.146260843,3.227643976,3.527556261,0.072432432,0.181178062,0.369,6.9,0.272,0.487613127,0.224946999,0.125,73.4,20.55114433,0.108556986,0.000738007,0.000278371,0.000927902,4831,0.47,0.46,0.934343434,0.6884273,0.024158354,0.15,3.902547927,0.245393963,11.99261993,139.2305193,77.59528516,5.3,1,0.107515658,0.75,0.172,81.08051361,270.7675863,,,0.105736055,0.120811751,0.105,66.8,0.122,0.170398728,,23.79473079,0.318743708,0.125842697,0.070726173,0.000742322,0.872709924,,3.247369478,3.375902908,51004,0.390616763,,29.3876567,,23.43355081,20.32257469,22.5,68.8361999,0.695598519,0.094393342,0.749280132,10777,0.241254524,0.227428784,0.005567412,0.007237636,0.002598126,0.00018558,0.034889116,0.941913334,0.003056295,0.501531038,0.676661486
NE,Dakota County,5633.882775,0.207878236,3.497431031,3.402369181,0.061477046,0.166401412,0.376,7.8,0.33,0.860706465,0.181726974,0.2,500.3,33.46720214,0.150091483,9.95867E-05,0.000349546,0.002346949,5084,0.48,0.45,0.765352814,0.501645055,0.039106663,0.14,3.808847049,0.178096213,6.971070059,234.1463415,40.37777843,7.1,0,0.167003367,0.734106318,0.082,79.1055509,323.5732509,,,0.116028518,0.118906432,0.112,44.2,0.119,0.078197825,,14.65068579,0.327966564,0.189236415,0.070958809,0.000349546,0.86372093,,2.846592579,2.902023537,61010,0.653415581,45.78832708,26.71593155,,,,26.66666667,248.1578446,0.652079957,0.076677316,0.767287953,20026,0.291321282,0.139119145,0.063417557,0.04144612,0.037900729,0.005642665,0.392989114,0.462698492,0.11179821,0.491760711,0.210892126
NE,Dawes County,7005.415441,0.128144524,3.143409323,3.726353945,0.061688312,0.161496573,0.285,7.6,0.211,0.884774559,0.238122292,0.625,382.5,7.054673721,0.104999216,0.000803121,0.001047852,0.00232856,2329,0.36,0.41,0.960614794,0.736324524,0.029329048,0.18,2.923005226,0.245501285,16.06241395,143.6543455,67.82880011,3.6,0,0.17440225,0.710838087,0.145,79.68058151,353.6008784,,,0.096683825,0.115153536,0.073,,0.123,0.087080129,,,0.310934105,0.121422731,0.053449347,0.00058214,0.524689441,,3.110857868,3.455745938,46377,0.427357689,37.56083596,25.40544749,,,,30,106.0708805,0.646241135,0.074150665,0.829219858,8589,0.1742927,0.190476191,0.01734777,0.038654092,0.019327046,0.003376412,0.057515427,0.851670742,0.000717532,0.50436605,0.399368329
NE,Dawson County,6031.907922,0.190926955,3.304273521,3.582889806,0.061505832,0.179301182,0.341,7.5,0.252,0.821178985,0.205541383,0.264705882,236.2,36.59574468,0.145682336,0.000506137,0.000593346,0.00114431,4154,0.43,0.36,0.779574468,0.493462388,0.02979473,0.159,3.988691753,0.218505783,21.08903792,152.1847899,73.39356667,5.6,0,0.128089888,0.782348479,0.152,79.76583343,294.3537022,57.97773655,,0.11451747,0.122036556,0.123,,0.116,0.118953616,,17.38171444,0.299666769,0.181228539,0.073069853,0.000805255,0.931421687,,2.808166053,2.969187626,56839,0.638000735,59.85182817,50.7724215,,13.92461389,9.279646361,38.96551724,83.02753918,0.673173452,0.08407687,0.789960959,23595,0.270904853,0.171646535,0.06628523,0.018775164,0.011951685,0.003009112,0.338376775,0.572621318,0.087779928,0.479635516,0.266546082
NE,Deuel County,5650.35425,0.152716739,3.439079781,3.82005262,,0.186469487,0.308,7.4,0.275,0.776403916,0.230898109,0,,,0.11663067,0,0.001114827,,3846,0.35,0.32,0.892091648,0.707317073,0.029258098,0.219,3.314483648,0.142061281,38.35616438,0,129.0877797,4.8,0,0.077844311,0.807432432,0.28,80.05437193,342.7856381,,,0.10853367,0.124559021,0.095,,0.128,0.097734704,,,0.322345861,0.132602193,0.081683168,0,,,3.113741204,2.770578302,48793,0.504021448,,,,,,,5.98519378,0.762650602,0.060411311,0.724096386,1794,0.217391304,0.234113712,0.001672241,0.016164994,0.003901895,0,0.077480491,0.896878484,0.009849363,0.5,1
NE,Dixon County,5041.711942,0.144409902,3.198892439,3.460445239,0.048964219,0.168373307,0.354,7.6,0.322,0.370833333,0.238805198,0,347.6,21.18334551,0.101491209,0.000350324,0.000532292,0.000177431,4264,0.44,0.43,0.879234549,0.627755102,0.030652604,0.108,3.83504164,0.096005606,21.01944299,27.73155851,55.83083258,6.7,1,0.09978308,0.805131761,0.373,80.3423199,311.9761227,,,0.103980606,0.116062559,0.096,,0.119,0.102801213,,,0.299913699,0.117761874,0.068548387,0.000354862,,,2.94222777,3.093060696,57324,0.362844703,,44.22089404,,,,7.142857143,0.679402869,0.785289116,0.087382969,0.735119048,5636,0.256032647,0.207061746,0.004790632,0.009048971,0.003548616,0.001951739,0.147090135,0.829488999,0.038338658,0.490951029,1
NE,Dodge County,7716.875243,0.158983909,3.706258224,4.132431893,0.070986745,0.185631417,0.347,7.5,0.293,0.900983893,0.226996675,0.321428571,340.5,25.48076923,0.101582102,0.000652334,0.000629017,0.001504171,3570,0.51,0.64,0.888988398,0.619238477,0.02922927,0.112,3.82537178,0.213231086,13.04666902,196.758943,75.19370552,7.6,0,0.100397614,0.826262738,0.237,77.72803492,389.0423068,47.99412778,,0.113211174,0.124868974,0.112,,0.128,0.089355044,,19.47154234,0.331408981,0.124762381,0.050555006,0.000820457,0.863592018,,2.696965261,2.914749765,60853,0.555411115,78.20698121,24.35296098,,14.07794291,9.26299271,26.25,177.1137038,0.621256798,0.091641832,0.788218334,36565,0.241679201,0.194092712,0.009243812,0.016901409,0.007329413,0.003774101,0.14084507,0.823246274,0.041215702,0.50236565,0.251287782
NE,Douglas County,6493.92113,0.152143482,3.470417619,3.912816457,0.080222559,0.175671681,0.313,8.1,0.21,0.983742337,0.242649651,0.408450704,666.6,22.31943016,0.104441503,0.001111346,0.000969672,0.004202497,3225,0.52,0.62,0.905525139,0.732227576,0.0326149,0.12,4.524481598,0.250012232,10.31964437,486.4873244,55.36766913,8.1,0,0.151761898,0.824813834,0.174,79.10626949,327.4150627,54.76649949,6.389239176,0.103888937,0.119357158,0.096,50.4,0.124,0.031212801,9.883358718,8.390414749,0.322052579,0.127098343,0.052195021,0.00196735,0.85184393,0.053803964,3.012674401,3.111420575,67264,0.475755727,59.41424415,43.16466299,6.305679796,12.84042789,11.05214258,21.42857143,743.7989723,0.617116312,0.124417475,0.853852821,571327,0.254997576,0.134371385,0.110682674,0.012332692,0.043458475,0.000943418,0.129425005,0.687786504,0.037273467,0.50672032,0.021705247
NE,Dundy County,7075.174752,0.178287665,3.957391611,4.037178898,0.081481482,0.200261052,0.349,7.7,0.304,0.21812749,0.212017258,0.5,,29.12621359,0.191957511,0.000564972,0.001181335,,3878,0.36,0.11,0.831158864,0.5995086,0.025619129,0.182,3.937879639,0.112582782,0,,,5,0,0.074285714,0.875555556,0.18,77.45283065,341.4784458,,,0.124334046,0.133081026,0.073,,0.108,0.109247951,,,0.324262493,0.209302326,0.140401146,0.001772002,,,,,45446,0.561403509,,,,,,40,11.63444725,0.721330275,0.084699454,0.709862385,1693,0.180744241,0.261665682,0.00472534,0.018310691,0.001772002,0.00236267,0.073833432,0.893679858,0.016816144,0.500886001,1
NE,Fillmore County,4295.512272,0.138644108,3.340267882,3.751314753,0.036866359,0.173337859,0.361,7.9,0.255,0.635483871,0.259219989,0.25,161.2,,0.078865112,0.00072372,0.000732333,0.002563164,3533,0.52,0.36,0.921052632,0.745081266,0.025932954,0.099,4.393612775,0.133076181,19.90229781,17.98561151,82.40773916,6.6,0,0.065439673,0.828389831,0.208,79.81020174,267.738657,,,0.103563496,0.118662327,0.136,,0.121,0.057940507,,,0.316012044,0.089642065,0.04549763,0.000915416,,,3.111262172,3.167703561,60440,0.318133616,,,,,,,6.921297388,0.775298805,0.06886354,0.759760956,5462,0.199011351,0.231417063,0.008055657,0.008604907,0.007140242,0,0.038813621,0.933174661,0.003221527,0.498169169,1
NE,Franklin County,10682.71135,0.148826189,3.368709712,3.739907631,0.067264574,0.184537991,0.355,6.8,0.308,0.509457364,0.225726555,0,200.7,,0.091503268,0.000661594,0.000335683,0.000671366,3386,0.38,0.22,0.924654481,0.735241503,0.034270048,0.202,3.646315246,0.168173599,16.53986107,33.4001336,106.7307051,5.7,0,0.080586081,0.81097561,0.313,77.35105985,472.9385271,,,0.107721933,0.125387522,0.109,,0.135,0.151900884,,,0.321237887,0.102222222,0.06446281,0.002349782,,,3.783999086,4.008962314,49659,0.474137931,,,,,,,0,0.806100218,0.067629179,0.735657226,2979,0.200067137,0.282980866,0.003021148,0.005706613,0.002349782,0,0.024169184,0.95367573,0.001761184,0.505538771,1
NE,Frontier County,6313.954052,0.134955028,3.191456982,3.73739017,0.06043956,0.170305978,0.389,5.5,0.296,0.615021771,0.235210569,0.333333333,342.1,,0.113807983,0.000383436,0,0.000380662,4373,0.38,0.44,0.959273528,0.77412731,0.032858029,0.153,3.886279813,0.137065637,19.17177914,,,5,0,0.089686099,0.750195771,0.31,85.46929619,281.0884451,,,0.101297271,0.119757201,0.086,,0.126,0.316032342,,,0.321559377,0.125635439,0.078740158,0.000380662,,,3.276269005,3.165340005,55712,0.354895105,,,,,,,0.756926279,0.702202643,0.04803074,0.734801762,2627,0.192234488,0.241720594,0.004567948,0.008374572,0.001903312,0,0.031594975,0.945184621,0.001194743,0.495622383,1
NE,Furnas County,7404.028796,0.153780878,3.568707703,3.683274802,0.064516129,0.181457473,0.365,7.4,0.29,0.671506352,0.21922831,0,125.5,18.04368471,0.114383758,0.000636267,0.000427716,0.000213858,4747,0.45,0.26,0.8875,0.654945055,0.027874565,0.174,4.139094906,0.144612476,14.84623542,62.03473945,62.97229219,5.3,0,0.117511521,0.805579773,0.181,78.22784229,338.9616122,,,0.111358217,0.125850777,0.111,,0.132,0.096150247,,,0.324239387,0.133306645,0.0684803,0.001497006,,,3.309754853,3.05344616,50705,0.494874185,,,,,,38,59.77746381,0.746240602,0.099054256,0.752349624,4676,0.22219846,0.253421728,0.003849444,0.00748503,0.00427716,0.000427716,0.048759624,0.926218991,0.003581822,0.504063302,1
NE,Gage County,8046.790484,0.143009916,3.504785,3.943098654,0.071691177,0.189481176,0.382,7.6,0.275,0.674241406,0.231336776,0.5,157.4,18.76930387,0.087261071,0.000651375,0.000697253,0.00171989,1925,0.48,0.34,0.899881672,0.668283425,0.03551317,0.137,4.124207039,0.139258653,16.28437166,436.7883785,84.0211992,7.3,1,0.080497029,0.803161982,0.273,77.96731094,363.2765484,66.98959085,,0.105953894,0.124148138,0.12,,0.127,0.078286697,,11.19651196,0.315114049,0.102445473,0.050511125,0.00092967,0.87061753,,3.168206726,3.017214988,56817,0.468881006,49.2036316,22.24253865,,25.88680039,12.00302846,44.09090909,138.131215,0.695734492,0.074324324,0.794297806,21513,0.227257937,0.211407056,0.007623298,0.00646121,0.006926045,0.000185934,0.0287733,0.939710873,0.002850543,0.500720495,0.443996235
